From	To
Q86UQ0	ENSG00000164048.14
Q9UKZ1	ENSG00000158435.8
O95045	ENSG00000007001.14
O75648	ENSG00000100416.15
Q96SD1	ENSG00000152457.19
Q5VXU9	ENSG00000165181.17
O43908	ENSG00000183542.6
Q6ZMB5	ENSG00000164855.16
O00339	ENSG00000132561.14
Q14781	ENSG00000173894.11
P13349	ENSG00000111049.4
Q96H55	ENSG00000278259.5
Q96H55	ENSG00000278372.4
Q9NZA1	ENSG00000112782.19
Q3MJ16	ENSG00000188089.14
P11488	ENSG00000114349.10
Q02535	ENSG00000117318.9
Q02535	ENSG00000283060.2
P15309	ENSG00000014257.17
P55042	ENSG00000166592.13
Q56UN5	ENSG00000176601.14
P59991	ENSG00000221864.4
Q9H4X1	ENSG00000102760.13
P04908	ENSG00000277075.3
P04908	ENSG00000278463.2
Q9P2Y4	ENSG00000165804.16
Q9H330	ENSG00000106771.13
P10828	ENSG00000151090.20
O43548	ENSG00000104055.17
Q13283	ENSG00000145907.16
Q8TCU6	ENSG00000124126.14
Q6UWE0	ENSG00000148356.15
O60423	ENSG00000130270.16
Q9Y2G7	ENSG00000120784.17
A6NK59	ENSG00000239388.10
Q9BX67	ENSG00000166086.13
Q5T6L9	ENSG00000130023.16
Q5T6L9	ENSG00000276187.4
Q9UII4	ENSG00000138646.9
Q9H808	ENSG00000104953.20
Q9BXC1	ENSG00000147138.3
Q9NZL9	ENSG00000038274.18
Q58EX7	ENSG00000196155.13
Q8N122	ENSG00000141564.16
Q8NFU0	ENSG00000142959.5
Q09666	ENSG00000124942.14
P46776	ENSG00000166441.13
A6NH21	ENSG00000184716.14
P19235	ENSG00000187266.14
Q7RTS3	ENSG00000168267.7
A8MVW5	ENSG00000188175.10
Q6IC83	ENSG00000205856.4
Q13409	ENSG00000077380.16
Q13409	ENSG00000292102.1
Q9BZ11	ENSG00000149451.19
O75038	ENSG00000149527.18
O75038	ENSG00000276429.3
Q16667	ENSG00000100526.21
Q68D91	ENSG00000176055.10
Q6PJ61	ENSG00000177051.6
Q15633	ENSG00000139546.12
Q8IWR0	ENSG00000122299.12
P26012	ENSG00000105855.10
P0CG08	ENSG00000188092.15
Q9H3P2	ENSG00000185049.16
Q16635	ENSG00000102125.17
Q9UBZ4	ENSG00000169188.5
P23415	ENSG00000145888.11
P43234	ENSG00000256043.5
P43234	ENSG00000263238.1
P09105	ENSG00000086506.3
Q9HC58	ENSG00000185052.13
Q5T2R2	ENSG00000148459.16
Q96CT2	ENSG00000119771.15
Q9P2N5	ENSG00000091009.8
Q9UHL0	ENSG00000109832.14
Q9BVK2	ENSG00000159063.14
Q00613	ENSG00000185122.11
Q00613	ENSG00000284774.2
Q8IWZ8	ENSG00000105705.16
Q8N4G2	ENSG00000179674.4
C9J069	ENSG00000232434.3
P29371	ENSG00000169836.5
Q13045	ENSG00000177731.16
Q13045	ENSG00000284571.3
P58304	ENSG00000119614.3
Q96LR7	ENSG00000150873.12
Q8N6M0	ENSG00000155100.11
A6NNB3	ENSG00000206013.2
Q6ZMW3	ENSG00000214595.13
Q9BYG8	ENSG00000147697.10
P10242	ENSG00000118513.21
P51825	ENSG00000172493.23
Q9P0X4	ENSG00000100346.18
Q15819	ENSG00000169139.12
Q2TAZ0	ENSG00000110046.14
Q6ZNE5	ENSG00000126775.9
Q7Z3Z4	ENSG00000134627.12
Q5SVS4	ENSG00000174032.17
P32247	ENSG00000102239.5
Q96PX8	ENSG00000178235.8
Q9P0B6	ENSG00000198937.9
Q10588	ENSG00000109743.11
Q6ZN06	ENSG00000198346.11
Q504Q3	ENSG00000135473.16
Q8TBB1	ENSG00000072201.14
P50458	ENSG00000106689.11
Q9Y397	ENSG00000188706.13
Q9H211	ENSG00000167513.9
Q92519	ENSG00000071575.12
Q99466	ENSG00000204301.6
Q99466	ENSG00000238196.5
Q99466	ENSG00000223355.5
Q99466	ENSG00000234876.5
Q15631	ENSG00000211460.12
Q96RE7	ENSG00000160877.7
O14641	ENSG00000004975.12
Q12840	ENSG00000155980.13
P16870	ENSG00000109472.14
Q7L1V2	ENSG00000103111.15
P30711	ENSG00000277656.3
P58166	ENSG00000139269.3
Q6ZU67	ENSG00000188848.17
P78396	ENSG00000133101.10
Q9BSJ6	ENSG00000129195.16
O60303	ENSG00000047578.14
Q96C57	ENSG00000157895.11
Q9NX07	ENSG00000180098.9
Q96IF1	ENSG00000129474.17
Q9UKA2	ENSG00000112234.9
Q12837	ENSG00000151615.3
Q99627	ENSG00000198612.11
P51522	ENSG00000167766.21
Q5T0W9	ENSG00000168143.9
Q52WX2	ENSG00000188322.8
Q9Y4P1	ENSG00000168397.17
O14792	ENSG00000002587.10
Q13242	ENSG00000111786.10
P49758	ENSG00000182732.18
A6NCJ1	ENSG00000183397.6
P39880	ENSG00000257923.12
Q92956	ENSG00000157873.18
Q92956	ENSG00000273936.4
Q7Z4S6	ENSG00000139116.19
Q969S8	ENSG00000100429.18
P62913	ENSG00000142676.14
Q9BYW2	ENSG00000181555.22
Q86U42	ENSG00000100836.11
A6NHJ4	ENSG00000197385.6
P39900	ENSG00000262406.3
Q30154	ENSG00000198502.7
O75170	ENSG00000100239.16
Q9BX95	ENSG00000126821.8
Q9BX95	ENSG00000285281.2
Q16647	ENSG00000124212.6
Q9UI10	ENSG00000115211.17
Q9BUZ4	ENSG00000076604.16
Q9UKS7	ENSG00000030419.17
Q9H714	ENSG00000102445.20
Q68DV7	ENSG00000108375.13
Q9ULV5	ENSG00000102878.18
Q12888	ENSG00000067369.14
Q96RD7	ENSG00000110218.9
Q9NUQ9	ENSG00000153310.22
Q96P53	ENSG00000139668.9
O43524	ENSG00000118689.15
P60014	ENSG00000221859.2
Q9NXW2	ENSG00000148719.16
Q96LX8	ENSG00000167981.7
Q9NX08	ENSG00000169019.11
Q9NXP7	ENSG00000145723.17
P54840	ENSG00000111713.3
Q06710	ENSG00000125618.18
Q00887	ENSG00000183668.18
O95711	ENSG00000112799.9
P53618	ENSG00000129083.13
Q9BV68	ENSG00000070423.18
Q92993	ENSG00000172977.13
Q8TD43	ENSG00000130529.16
Q70HW3	ENSG00000144741.19
Q70HW3	ENSG00000282739.1
A6NE02	ENSG00000204347.4
P00558	ENSG00000102144.15
Q9UHC9	ENSG00000015520.15
O75419	ENSG00000093009.11
Q8NEZ2	ENSG00000155975.10
Q14CZ0	ENSG00000182831.12
Q9BQS2	ENSG00000204176.14
Q9H246	ENSG00000116667.15
Q8N8A6	ENSG00000185163.10
Q8N8A6	ENSG00000288503.1
O95813	ENSG00000147869.5
Q86Y39	ENSG00000174886.14
Q86Y39	ENSG00000292058.1
Q99418	ENSG00000105443.17
P50052	ENSG00000180772.8
P62140	ENSG00000213639.11
Q13519	ENSG00000168081.9
Q96FZ5	ENSG00000153551.14
Q5TA50	ENSG00000224051.7
Q9H792	ENSG00000173517.11
Q8N573	ENSG00000164830.19
P57075	ENSG00000160185.15
P51956	ENSG00000136098.18
Q9UKK3	ENSG00000102699.6
P15848	ENSG00000113273.17
Q9P2D0	ENSG00000005700.15
Q9P2D0	ENSG00000283068.2
O75113	ENSG00000102921.8
Q14978	ENSG00000166197.17
Q9P0V9	ENSG00000186522.15
Q5BJH7	ENSG00000167645.17
Q92551	ENSG00000176095.12
O00305	ENSG00000182389.20
Q8IVU9	ENSG00000183346.9
Q96R28	ENSG00000198601.4
A6NDD5	ENSG00000183379.9
Q13015	ENSG00000213190.4
O00629	ENSG00000186432.10
P15172	ENSG00000129152.4
P04180	ENSG00000213398.8
Q8TAL5	ENSG00000157653.12
O75151	ENSG00000197724.12
O15054	ENSG00000132510.11
Q9NYB0	ENSG00000166848.7
O95620	ENSG00000105865.11
O95620	ENSG00000284103.2
Q96LM6	ENSG00000172073.4
Q9HA77	ENSG00000134905.17
Q96T53	ENSG00000177669.4
O60496	ENSG00000147443.13
O14880	ENSG00000143198.13
P32241	ENSG00000114812.13
Q9NZN5	ENSG00000196914.9
P30989	ENSG00000101188.5
P08908	ENSG00000178394.5
Q5JUQ0	ENSG00000126882.14
O43897	ENSG00000038295.8
P78310	ENSG00000154639.19
O75951	ENSG00000277042.2
O75951	ENSG00000275722.5
Q14674	ENSG00000135476.12
Q8NC01	ENSG00000150048.10
Q9P2I0	ENSG00000165934.13
Q3KNW1	ENSG00000185669.6
P57729	ENSG00000123892.12
P13385	ENSG00000241186.10
Q8IYB7	ENSG00000144535.20
Q8N9T8	ENSG00000129347.21
P98077	ENSG00000129946.11
Q16760	ENSG00000077044.11
O94880	ENSG00000106443.17
Q969E2	ENSG00000227500.11
O96004	ENSG00000113196.3
Q07837	ENSG00000138079.14
Q8N357	ENSG00000213699.9
P26640	ENSG00000096171.14
P26640	ENSG00000204394.13
P26640	ENSG00000224264.9
P26640	ENSG00000231116.9
P26640	ENSG00000226589.9
Q7L591	ENSG00000146094.16
O76080	ENSG00000107372.13
Q8NEG2	ENSG00000164746.14
Q8N490	ENSG00000127838.15
Q8N8A2	ENSG00000065413.20
Q9UDY6	ENSG00000137394.14
Q9UDY6	ENSG00000204613.11
Q9UDY6	ENSG00000227472.8
Q9UDY6	ENSG00000229381.8
Q9UDY6	ENSG00000237192.8
Q9UDY6	ENSG00000229346.8
Q9UDY6	ENSG00000235025.8
Q9UDY6	ENSG00000237703.8
P62987	ENSG00000221983.8
Q9Y2P8	ENSG00000120158.12
P49683	ENSG00000119973.6
P78556	ENSG00000115009.13
P09669	ENSG00000164919.11
Q9P104	ENSG00000101134.12
Q9H6R6	ENSG00000023041.12
Q96EV8	ENSG00000047579.20
O94983	ENSG00000108509.21
Q8N5R6	ENSG00000140481.15
Q8N5R6	ENSG00000288407.1
Q9UKY1	ENSG00000165156.15
P61224	ENSG00000127314.18
O75593	ENSG00000160973.8
Q9Y259	ENSG00000100288.20
Q03167	ENSG00000069702.11
Q9HCE0	ENSG00000152223.16
Q9NY65	ENSG00000183785.16
Q9BXJ8	ENSG00000189077.11
P52735	ENSG00000160293.17
Q9NSA1	ENSG00000105550.10
P17024	ENSG00000132010.16
Q8NH83	ENSG00000221840.4
Q5T4T1	ENSG00000205269.6
Q9NYK1	ENSG00000196664.5
Q8N3S3	ENSG00000006576.17
Q8NDX5	ENSG00000173889.16
O95936	ENSG00000163508.13
P32019	ENSG00000204084.14
Q9NTK5	ENSG00000138430.16
Q08462	ENSG00000078295.17
Q6NUT3	ENSG00000161091.15
P28332	ENSG00000172955.17
P33993	ENSG00000166508.19
Q49AR2	ENSG00000082213.18
Q9UQ80	ENSG00000170515.14
Q96JM3	ENSG00000198824.8
Q5U651	ENSG00000105538.10
Q17RQ9	ENSG00000179846.11
Q9Y4P8	ENSG00000157954.15
P78330	ENSG00000146733.14
Q14117	ENSG00000147647.13
P56181	ENSG00000160194.18
Q9UNM6	ENSG00000185627.19
Q96AB3	ENSG00000063241.8
Q96Q42	ENSG00000003393.16
Q8NEM0	ENSG00000147316.15
Q92766	ENSG00000124782.21
Q7Z5Q1	ENSG00000137449.17
P26992	ENSG00000122756.15
Q9UQR1	ENSG00000163848.21
Q9NR00	ENSG00000176907.5
P13640	ENSG00000125144.14
A0AVT1	ENSG00000033178.13
Q8TCU4	ENSG00000116127.20
Q86YT5	ENSG00000141485.17
Q9BXR5	ENSG00000174123.11
Q8NCB2	ENSG00000164076.17
Q8WXK1	ENSG00000146809.14
P09603	ENSG00000184371.14
P29803	ENSG00000163114.6
Q969X1	ENSG00000135926.15
O95751	ENSG00000182195.9
P21453	ENSG00000170989.10
Q9NXV2	ENSG00000167977.9
Q9H0C8	ENSG00000132323.9
Q8IWK6	ENSG00000152990.14
Q96C45	ENSG00000168038.11
Q9NW68	ENSG00000160058.19
O15027	ENSG00000148396.19
Q8NEE8	ENSG00000167094.16
Q9BPX6	ENSG00000107745.20
Q9P0J1	ENSG00000164951.16
P13489	ENSG00000023191.17
P13489	ENSG00000276230.4
O00635	ENSG00000112343.11
O95970	ENSG00000108231.14
Q96QC0	ENSG00000204569.10
Q96QC0	ENSG00000206489.9
Q96QC0	ENSG00000230995.7
Q96QC0	ENSG00000231737.7
Q96QC0	ENSG00000235291.7
Q96QC0	ENSG00000238104.7
Q96QC0	ENSG00000227804.7
P22570	ENSG00000161513.12
Q8WWG1	ENSG00000169752.17
Q8IVA1	ENSG00000174788.10
P16860	ENSG00000120937.9
Q6P5X5	ENSG00000242259.9
P52961	ENSG00000129744.3
Q9NZC9	ENSG00000138375.14
P26022	ENSG00000163661.4
O43462	ENSG00000012174.12
Q9P1U0	ENSG00000066379.15
Q9P1U0	ENSG00000206502.8
Q9P1U0	ENSG00000233795.6
Q9P1U0	ENSG00000235176.6
Q9P1U0	ENSG00000236808.6
Q9P1U0	ENSG00000224859.6
Q9P1U0	ENSG00000236949.6
Q9P1U0	ENSG00000235443.6
Q8WV92	ENSG00000158411.11
P55056	ENSG00000267467.4
Q9UPZ9	ENSG00000112144.16
P01906	ENSG00000206301.9
P01906	ENSG00000237541.4
P01906	ENSG00000231526.3
P01906	ENSG00000257473.7
P01906	ENSG00000225103.3
P01906	ENSG00000223793.7
P01906	ENSG00000233192.7
P01906	ENSG00000231823.3
O95340	ENSG00000198682.13
P40855	ENSG00000162735.19
Q6ZUI0	ENSG00000188001.10
Q9BTV4	ENSG00000170876.9
Q9NZT1	ENSG00000178372.8
Q8NGI7	ENSG00000172289.3
Q9NZC7	ENSG00000186153.19
Q9Y575	ENSG00000115239.24
P78347	ENSG00000263001.8
Q9NWU2	ENSG00000101193.8
P13716	ENSG00000148218.16
Q8NBV8	ENSG00000149043.17
Q8NBV8	ENSG00000288149.1
Q9NPG3	ENSG00000118900.15
Q96A61	ENSG00000183718.6
A0AUZ9	ENSG00000144445.17
Q5VV63	ENSG00000107518.18
Q9HD43	ENSG00000080031.10
Q9Y6F9	ENSG00000115596.4
Q8NGA8	ENSG00000176695.8
Q9P2R3	ENSG00000185722.18
Q5TGY1	ENSG00000162542.14
P04844	ENSG00000118705.18
P04844	ENSG00000291973.1
Q96ME1	ENSG00000155034.21
Q9NQ33	ENSG00000176009.4
O00757	ENSG00000130957.5
P08887	ENSG00000160712.13
Q9Y4E6	ENSG00000091157.15
Q9NYV4	ENSG00000167258.16
Q5M775	ENSG00000128487.19
Q6VAB6	ENSG00000171435.15
Q8IYR0	ENSG00000272514.6
Q86YB8	ENSG00000086619.15
Q9BTE1	ENSG00000166847.10
Q92616	ENSG00000089154.11
Q6UWQ5	ENSG00000120563.10
Q8NDY6	ENSG00000125533.6
O00754	ENSG00000104774.13
Q14807	ENSG00000079616.14
O43251	ENSG00000100320.24
O43251	ENSG00000277564.4
P51813	ENSG00000102010.15
Q9H772	ENSG00000180875.5
P31273	ENSG00000037965.6
Q13185	ENSG00000122565.19
P0CG34	ENSG00000158164.7
Q5TB30	ENSG00000024526.17
Q05195	ENSG00000059728.11
P56715	ENSG00000104237.11
P0DI83	ENSG00000109113.20
P07510	ENSG00000196811.13
Q9NRY4	ENSG00000160007.20
Q96LI6	ENSG00000169953.12
Q96LI6	ENSG00000172468.14
Q9UBU6	ENSG00000137414.7
Q1MSJ5	ENSG00000104218.16
P43378	ENSG00000169410.11
Q9Y265	ENSG00000175792.12
Q9Y6X6	ENSG00000041515.16
Q8IV32	ENSG00000177352.10
Q58EX2	ENSG00000069188.17
Q86U06	ENSG00000100461.18
A0A0A6YYK4	ENSG00000211707.3
A0A0A6YYK4	ENSG00000282225.1
Q08209	ENSG00000138814.17
Q7Z5A8	ENSG00000184599.14
Q05086	ENSG00000114062.22
P25100	ENSG00000171873.8
Q9ULX6	ENSG00000011243.19
Q8N4C7	ENSG00000178750.3
A6NDS4	ENSG00000274808.6
P49458	ENSG00000143742.14
Q5VYJ5	ENSG00000204740.11
Q16533	ENSG00000023608.5
P98194	ENSG00000017260.20
P53621	ENSG00000122218.17
P24394	ENSG00000077238.14
Q99747	ENSG00000134265.13
O14733	ENSG00000076984.18
Q9H7Z7	ENSG00000148334.16
Q53H12	ENSG00000006530.18
Q53H12	ENSG00000262327.7
Q96G04	ENSG00000118894.15
Q8WZA1	ENSG00000085998.15
P35219	ENSG00000178538.10
Q8TDN2	ENSG00000168263.9
Q9BX40	ENSG00000149657.20
Q32M78	ENSG00000196110.8
Q99959	ENSG00000057294.19
Q04760	ENSG00000124767.7
P48436	ENSG00000125398.8
Q9H0X4	ENSG00000167930.17
Q9NTX7	ENSG00000118518.17
O43174	ENSG00000095596.12
Q01543	ENSG00000151702.18
Q15326	ENSG00000015171.21
Q02127	ENSG00000102967.12
Q9HAV4	ENSG00000124571.18
Q8TEB7	ENSG00000133135.14
P20749	ENSG00000069399.15
Q9UKT7	ENSG00000005812.11
Q9HCC9	ENSG00000159733.14
Q93079	ENSG00000275713.3
Q15072	ENSG00000167635.12
Q12950	ENSG00000170122.6
P53804	ENSG00000182670.14
Q8WY36	ENSG00000114439.19
Q01105	ENSG00000119335.18
P06576	ENSG00000110955.9
Q9NYX4	ENSG00000130643.9
Q8TCQ1	ENSG00000145416.14
Q8TF40	ENSG00000217128.13
P34947	ENSG00000198873.12
P21731	ENSG00000006638.13
Q9UMS4	ENSG00000110107.9
P51817	ENSG00000183943.6
Q8N344	ENSG00000105556.12
Q8N680	ENSG00000181472.5
P51810	ENSG00000101850.13
P13928	ENSG00000265190.7
Q5BJE1	ENSG00000166960.17
Q8NFY9	ENSG00000163376.11
O60829	ENSG00000101951.18
P23284	ENSG00000166794.6
Q14318	ENSG00000105701.16
Q6UXD1	ENSG00000196196.3
Q96AZ6	ENSG00000172183.16
P13805	ENSG00000105048.18
Q16849	ENSG00000054356.14
P59780	ENSG00000157823.17
Q96G03	ENSG00000169299.14
O00299	ENSG00000213719.8
O00299	ENSG00000206394.8
O00299	ENSG00000226248.6
O00299	ENSG00000226417.6
O00299	ENSG00000226651.6
O00299	ENSG00000223639.6
O00299	ENSG00000230685.6
Q6ZQR2	ENSG00000188523.9
Q93084	ENSG00000074370.18
P48549	ENSG00000162989.5
Q2TAP0	ENSG00000155265.12
P10276	ENSG00000131759.18
Q9BXD5	ENSG00000135838.14
Q92563	ENSG00000107742.14
Q7L7L0	ENSG00000181218.6
Q7L7L0	ENSG00000284841.1
Q1RMZ1	ENSG00000164603.12
Q8TC20	ENSG00000164304.16
Q2TBF2	ENSG00000075035.10
Q9BRP7	ENSG00000255561.7
B2RXF5	ENSG00000179627.10
Q05923	ENSG00000158050.5
A6ZKI3	ENSG00000134590.14
Q8IV33	ENSG00000185261.16
Q9ULD2	ENSG00000129422.15
Q9UDW1	ENSG00000184076.13
Q9H6L5	ENSG00000154153.15
Q7RTX0	ENSG00000169962.5
P23634	ENSG00000058668.16
Q9UBX3	ENSG00000183048.12
Q7Z6K3	ENSG00000188647.13
Q9BRR0	ENSG00000189298.14
P82932	ENSG00000243927.6
Q16581	ENSG00000171860.5
Q8N6S4	ENSG00000118454.13
P17066	ENSG00000173110.8
Q8WVP5	ENSG00000185361.9
Q86UE8	ENSG00000146872.19
P52566	ENSG00000111348.9
Q6N063	ENSG00000111325.16
P09958	ENSG00000140564.13
Q8TBK2	ENSG00000103037.12
Q9NYU1	ENSG00000102595.22
Q11206	ENSG00000110080.20
P20036	ENSG00000168384.11
P20036	ENSG00000206291.10
P20036	ENSG00000224103.7
P20036	ENSG00000231389.8
P20036	ENSG00000228163.8
P20036	ENSG00000235844.8
P20036	ENSG00000229685.8
P20036	ENSG00000236177.9
Q07108	ENSG00000110848.8
Q96SN8	ENSG00000136861.19
P62081	ENSG00000171863.15
Q9NR28	ENSG00000184047.21
O75712	ENSG00000188910.8
Q08397	ENSG00000129038.16
P48546	ENSG00000010310.9
Q96PY6	ENSG00000137601.18
Q96M89	ENSG00000163006.12
Q4ZIN3	ENSG00000182087.14
Q9UC07	ENSG00000198429.10
P14555	ENSG00000188257.12
Q6UX15	ENSG00000204381.12
Q8TCT0	ENSG00000100422.14
Q6UWT4	ENSG00000178776.5
Q86VH5	ENSG00000198739.11
Q4VXU2	ENSG00000101104.13
Q8N693	ENSG00000123576.5
Q9HB19	ENSG00000169499.15
Q96LU5	ENSG00000148950.11
Q00872	ENSG00000196091.15
P25063	ENSG00000272398.6
Q5GH76	ENSG00000206579.10
Q92889	ENSG00000175595.16
Q8TF05	ENSG00000154845.16
Q66K66	ENSG00000188760.11
Q9UHC1	ENSG00000119684.16
Q9NV96	ENSG00000112697.17
Q96JC9	ENSG00000144597.14
P78385	ENSG00000170523.3
O00622	ENSG00000142871.18
Q9BVK8	ENSG00000105677.12
Q07325	ENSG00000138755.6
O00571	ENSG00000215301.11
Q8WTW4	ENSG00000114388.14
P0C2W1	ENSG00000174013.8
P01031	ENSG00000106804.10
B2RUY7	ENSG00000174453.10
Q9BTE0	ENSG00000109065.12
Q5VWQ8	ENSG00000136848.19
Q9Y282	ENSG00000125991.21
Q9BT04	ENSG00000010361.14
Q9NP81	ENSG00000104835.15
Q9NP81	ENSG00000283104.3
Q9GZR2	ENSG00000148300.12
Q9GZR2	ENSG00000280706.3
P09086	ENSG00000028277.22
Q9H0K4	ENSG00000104941.8
Q9UBE8	ENSG00000087095.13
P37108	ENSG00000140319.11
Q8WWG9	ENSG00000152049.7
Q6UWI2	ENSG00000169116.11
Q8NBD8	ENSG00000198133.9
P83111	ENSG00000103642.12
Q9NT62	ENSG00000144848.11
Q9H816	ENSG00000118655.8
P42357	ENSG00000084110.11
P52298	ENSG00000114503.11
Q6IN84	ENSG00000274853.2
Q6IN84	ENSG00000278619.5
Q8TDQ7	ENSG00000163281.12
Q6N069	ENSG00000172766.19
Q86UV5	ENSG00000090686.16
Q96MX3	ENSG00000180035.13
Q5T4S7	ENSG00000127481.15
Q8NE62	ENSG00000016391.11
Q56P42	ENSG00000253548.1
Q9NRR8	ENSG00000197622.13
Q8TBE7	ENSG00000168917.9
Q8N2R0	ENSG00000164920.10
Q96LR5	ENSG00000182247.11
P80303	ENSG00000070081.18
P14923	ENSG00000173801.17
P98153	ENSG00000070413.21
Q8WV44	ENSG00000146063.20
Q6KB66	ENSG00000167767.14
Q13275	ENSG00000001617.12
Q9BY76	ENSG00000167772.12
P20823	ENSG00000135100.19
Q96CN9	ENSG00000179562.3
P07320	ENSG00000118231.5
P07320	ENSG00000285434.2
Q6UWW9	ENSG00000198398.3
O43252	ENSG00000138801.9
P01737	ENSG00000211790.2
Q9UHG3	ENSG00000116005.12
P26006	ENSG00000005884.18
Q96BF3	ENSG00000167664.9
Q8N292	ENSG00000175857.9
Q14590	ENSG00000159917.17
P03979	ENSG00000211699.2
P35318	ENSG00000148926.10
P06756	ENSG00000138448.13
Q02763	ENSG00000120156.22
Q9BQA9	ENSG00000178927.19
Q6ZUX3	ENSG00000189350.13
Q8N159	ENSG00000161653.11
P55212	ENSG00000138794.10
Q9H9Y6	ENSG00000125630.16
O94769	ENSG00000106823.13
O94769	ENSG00000291357.1
P20718	ENSG00000100450.13
Q6X9E4	ENSG00000164049.14
P53778	ENSG00000188130.14
A7MCY6	ENSG00000198933.11
Q96KB5	ENSG00000168078.10
P05783	ENSG00000111057.11
O95445	ENSG00000204444.11
O95445	ENSG00000206409.8
O95445	ENSG00000224290.7
O95445	ENSG00000226215.6
O95445	ENSG00000235754.7
O95445	ENSG00000227567.7
O95445	ENSG00000231974.6
Q8IUQ0	ENSG00000177182.11
Q6WRI0	ENSG00000152580.9
Q3KQV3	ENSG00000180884.10
Q8TF68	ENSG00000126746.19
Q6UWY0	ENSG00000164291.17
Q96QA5	ENSG00000167914.12
P08236	ENSG00000169919.17
O14924	ENSG00000159788.20
Q8N7K0	ENSG00000197647.13
Q96CN4	ENSG00000142459.9
O14829	ENSG00000086717.19
P52798	ENSG00000243364.8
O43680	ENSG00000118526.7
P00915	ENSG00000133742.14
Q96IV6	ENSG00000170271.11
Q8TD55	ENSG00000241839.10
Q92953	ENSG00000182674.6
Q9NZG7	ENSG00000171840.13
Q9NPC6	ENSG00000172399.6
Q8TDD5	ENSG00000055732.13
O43155	ENSG00000185070.12
Q9NRI5	ENSG00000162946.24
O43186	ENSG00000105392.17
Q8IXY8	ENSG00000185250.16
Q9H1H1	ENSG00000124196.6
Q96EY8	ENSG00000139428.12
Q9HAU0	ENSG00000052126.17
Q96GZ6	ENSG00000114544.17
Q9BPX1	ENSG00000087076.9
Q9Y243	ENSG00000117020.19
Q9Y243	ENSG00000275199.4
P21359	ENSG00000196712.20
Q6U736	ENSG00000124818.16
Q9UMS0	ENSG00000169599.13
O60447	ENSG00000067208.17
Q96KG9	ENSG00000142186.18
Q8N1A6	ENSG00000151470.13
Q8N6H7	ENSG00000149182.15
O43149	ENSG00000074755.15
Q96J87	ENSG00000140488.16
O75144	ENSG00000160223.18
Q96PE3	ENSG00000040933.16
Q969P5	ENSG00000156804.7
O14827	ENSG00000113319.13
Q9NSC5	ENSG00000051128.19
Q9H175	ENSG00000110925.7
Q5JTJ3	ENSG00000168275.16
Q92628	ENSG00000170871.12
P20340	ENSG00000175582.20
Q9Y276	ENSG00000074582.15
Q6UW60	ENSG00000115257.15
Q7Z4S9	ENSG00000152292.18
P13798	ENSG00000164062.13
Q9H4I2	ENSG00000174306.22
Q6PKG0	ENSG00000155506.19
P24534	ENSG00000114942.15
P24534	ENSG00000283391.3
Q8TDW4	ENSG00000007341.19
Q12767	ENSG00000177728.17
Q96B54	ENSG00000131116.12
P08473	ENSG00000196549.13
P82987	ENSG00000156218.13
P82987	ENSG00000291606.1
Q30201	ENSG00000010704.20
O43491	ENSG00000079819.20
O95718	ENSG00000119715.15
P48740	ENSG00000127241.18
P48740	ENSG00000291559.1
P04156	ENSG00000171867.18
Q16695	ENSG00000168148.4
Q16695	ENSG00000285435.3
Q5VUJ9	ENSG00000203666.13
Q8N4Q1	ENSG00000163528.13
Q9UIQ6	ENSG00000113441.16
Q9BVH7	ENSG00000117069.15
P56962	ENSG00000136874.11
Q9Y3C8	ENSG00000143222.12
Q02078	ENSG00000068305.19
Q8N8U2	ENSG00000166446.15
Q8IV04	ENSG00000175463.12
Q9NX74	ENSG00000167264.18
Q9UHY1	ENSG00000115216.14
O75596	ENSG00000166509.12
O60218	ENSG00000198074.10
Q9Y2H9	ENSG00000105613.10
Q14938	ENSG00000008441.19
Q9NYL2	ENSG00000091436.17
P57081	ENSG00000160193.12
Q9H0B8	ENSG00000103196.12
Q96P56	ENSG00000166762.19
Q96DE5	ENSG00000166295.9
Q9UGP4	ENSG00000144791.10
P26639	ENSG00000113407.14
Q8WW33	ENSG00000170627.11
Q14833	ENSG00000124493.14
P56747	ENSG00000184697.7
Q5T447	ENSG00000126107.15
Q8N4C8	ENSG00000141503.17
O95807	ENSG00000183726.11
Q96PQ7	ENSG00000109790.18
P62879	ENSG00000172354.10
Q8TDS7	ENSG00000172938.3
P08949	ENSG00000197696.10
P08949	ENSG00000291631.1
Q9BRK0	ENSG00000132563.17
P22352	ENSG00000211445.13
P20794	ENSG00000111837.12
Q7Z3Q1	ENSG00000139508.15
Q9Y2S7	ENSG00000004142.12
Q8N3Y1	ENSG00000174989.13
Q9NU19	ENSG00000065491.8
Q6ZW49	ENSG00000157212.20
Q96H79	ENSG00000146858.8
P46013	ENSG00000148773.14
Q8IZF6	ENSG00000156920.11
Q9Y5Z9	ENSG00000120942.14
Q15165	ENSG00000105854.13
Q9BY14	ENSG00000131126.19
P16410	ENSG00000163599.18
P78316	ENSG00000087269.16
Q9UJY1	ENSG00000152137.8
Q8N7B9	ENSG00000172421.10
Q6UW01	ENSG00000139899.11
Q9BUT1	ENSG00000164039.15
Q8N961	ENSG00000166016.6
A6NKU9	ENSG00000214300.7
Q7Z429	ENSG00000178719.17
Q9UN79	ENSG00000143842.15
Q5U623	ENSG00000166669.14
P13612	ENSG00000115232.14
O95760	ENSG00000137033.12
O00175	ENSG00000106178.7
