From	To
P32248	ENSG00000126353.3
Q14451	ENSG00000141738.14
Q8NCG7	ENSG00000164535.15
Q96S53	ENSG00000070759.17
O43900	ENSG00000012211.13
Q92543	ENSG00000120451.11
O15264	ENSG00000156711.17
Q9BPW9	ENSG00000073737.17
P12314	ENSG00000150337.14
P39656	ENSG00000244038.11
Q16515	ENSG00000108684.15
O00499	ENSG00000136717.15
Q9NXH9	ENSG00000104907.13
O95466	ENSG00000184922.15
Q15653	ENSG00000104825.17
Q15653	ENSG00000282905.2
P50148	ENSG00000156052.11
P46663	ENSG00000100739.11
P40692	ENSG00000076242.18
Q9BZZ2	ENSG00000088827.14
P16930	ENSG00000103876.14
Q14990	ENSG00000155087.4
Q06609	ENSG00000051180.17
P59901	ENSG00000239961.3
P59901	ENSG00000277092.4
P59901	ENSG00000274185.4
P59901	ENSG00000276798.4
Q9GZQ3	ENSG00000170619.10
P23510	ENSG00000117586.12
P30954	ENSG00000196184.10
P30954	ENSG00000291903.1
P08686	ENSG00000206338.9
P08686	ENSG00000232414.6
P08686	ENSG00000231852.9
P08686	ENSG00000235134.7
P08686	ENSG00000198457.13
P08686	ENSG00000233151.6
Q8IV08	ENSG00000105223.21
Q969M7	ENSG00000184182.19
Q8N5G0	ENSG00000250317.9
P69905	ENSG00000188536.13
P69905	ENSG00000206172.8
A8K0Z3	ENSG00000181404.18
P0C221	ENSG00000151838.12
P50549	ENSG00000006468.15
Q9ULR3	ENSG00000111110.12
Q6L8Q7	ENSG00000174840.9
Q8IXL9	ENSG00000184345.5
Q969R5	ENSG00000100395.15
Q8IV61	ENSG00000152689.18
P61296	ENSG00000164107.9
Q8TD94	ENSG00000266265.4
Q9C056	ENSG00000148826.9
Q02325	ENSG00000183281.15
Q02325	ENSG00000125551.19
P07197	ENSG00000104722.14
P22760	ENSG00000114771.14
Q8WXA8	ENSG00000178084.2
Q07092	ENSG00000084636.18
Q96SB4	ENSG00000096063.16
O75147	ENSG00000124006.15
O95433	ENSG00000100591.8
Q7Z6M2	ENSG00000165355.8
Q96PZ7	ENSG00000183117.20
Q9UKQ9	ENSG00000213022.6
Q12774	ENSG00000050327.15
P41134	ENSG00000125968.9
P25054	ENSG00000134982.19
P21549	ENSG00000172482.5
Q15465	ENSG00000164690.8
Q9Y597	ENSG00000136636.13
Q9NZH0	ENSG00000167191.12
Q8WXD0	ENSG00000133105.8
Q96EB6	ENSG00000096717.12
Q8N8B7	ENSG00000176896.9
Q5VTQ0	ENSG00000155158.20
Q14678	ENSG00000107104.21
O75095	ENSG00000162591.17
Q9BRA0	ENSG00000183011.14
Q8NDZ2	ENSG00000170085.18
P00390	ENSG00000104687.14
P22090	ENSG00000129824.16
Q9BRN9	ENSG00000184277.13
P60602	ENSG00000125995.16
P0CG35	ENSG00000158427.15
Q504Y2	ENSG00000162878.13
O95125	ENSG00000166261.11
Q96PM9	ENSG00000161642.18
Q9UBD3	ENSG00000143185.4
P41221	ENSG00000114251.15
Q6UXI7	ENSG00000205221.13
Q96QS1	ENSG00000064201.16
Q92665	ENSG00000102738.8
A1L453	ENSG00000185888.6
P16083	ENSG00000124588.22
Q86WA6	ENSG00000137274.13
Q9UN30	ENSG00000047634.15
Q12872	ENSG00000061936.10
Q14392	ENSG00000137507.11
Q8WTT2	ENSG00000173145.11
Q99689	ENSG00000149557.14
Q9BZR6	ENSG00000040608.14
Q5FYB0	ENSG00000180801.14
O15165	ENSG00000168675.19
Q03936	ENSG00000146757.14
Q86VR7	ENSG00000186806.6
Q9P289	ENSG00000134602.16
Q9C030	ENSG00000121236.21
O60841	ENSG00000158417.12
P04001	ENSG00000268221.6
O75635	ENSG00000166396.13
P03956	ENSG00000196611.6
O14905	ENSG00000158955.11
O14905	ENSG00000276799.2
Q96PX1	ENSG00000141576.16
Q8WUU8	ENSG00000164325.8
O60688	ENSG00000100027.17
Q8NER5	ENSG00000123612.16
O75153	ENSG00000132361.18
Q9NWM3	ENSG00000180891.13
P49643	ENSG00000146143.19
Q04695	ENSG00000128422.18
Q9GZU3	ENSG00000121775.18
Q13449	ENSG00000185565.13
Q9NS75	ENSG00000152207.8
O15013	ENSG00000104728.16
O15013	ENSG00000274726.4
P13667	ENSG00000155660.11
P04279	ENSG00000124233.12
P51160	ENSG00000095464.10
Q9BTZ2	ENSG00000157326.19
Q9BTZ2	ENSG00000284807.3
Q96E14	ENSG00000175643.10
Q8IV50	ENSG00000140280.14
O75394	ENSG00000243147.8
Q13790	ENSG00000175336.10
Q6NSW7	ENSG00000255192.7
O15527	ENSG00000114026.22
Q96JZ2	ENSG00000196684.12
Q9Y6R9	ENSG00000104983.8
P18827	ENSG00000115884.11
Q86Z23	ENSG00000186897.5
O43301	ENSG00000165868.16
Q5T2D2	ENSG00000112195.9
Q9NR22	ENSG00000111218.12
P22732	ENSG00000142583.18
Q9UBU2	ENSG00000155011.9
P56645	ENSG00000049246.15
Q9NVD3	ENSG00000185917.14
Q8NDX6	ENSG00000139651.11
Q9BZD6	ENSG00000135378.4
Q96CJ1	ENSG00000145088.9
P16402	ENSG00000124575.7
O75400	ENSG00000196504.21
Q66PJ3	ENSG00000182196.14
Q96DB2	ENSG00000163517.15
Q6P1N9	ENSG00000147687.19
Q6P1N9	ENSG00000291730.1
P0DPK2	ENSG00000269466.4
P32745	ENSG00000278195.2
Q9BT81	ENSG00000171056.8
Q9BT81	ENSG00000285438.2
Q96JN2	ENSG00000128596.17
Q8WXA9	ENSG00000153914.16
P29353	ENSG00000160691.19
Q7Z4H9	ENSG00000178397.13
Q8NB90	ENSG00000145375.9
O00213	ENSG00000166313.20
Q7KZN9	ENSG00000014919.13
Q9H840	ENSG00000142252.11
Q9H0H3	ENSG00000183655.13
O95972	ENSG00000130385.6
Q9H5Z6	ENSG00000124019.10
Q9ULQ0	ENSG00000128578.10
O95359	ENSG00000138162.19
Q96Q77	ENSG00000141977.9
Q8IW92	ENSG00000149328.16
Q9H8S9	ENSG00000114978.18
Q9Y624	ENSG00000158769.19
Q9ULZ3	ENSG00000103490.14
P01009	ENSG00000197249.14
Q8TBC3	ENSG00000160410.15
Q8N6P7	ENSG00000142677.4
Q9P260	ENSG00000134444.15
Q9Y664	ENSG00000118162.14
Q8NI22	ENSG00000180398.13
Q9BUE0	ENSG00000130772.14
Q9BUE0	ENSG00000284944.2
Q9NNW7	ENSG00000184470.21
O00233	ENSG00000110801.14
A0A0J9YXY3	ENSG00000282719.1
A0A0J9YXY3	ENSG00000283063.1
Q9Y3A0	ENSG00000167113.11
Q6ZVK1	ENSG00000258986.7
Q6ZVK1	ENSG00000276342.4
Q8N201	ENSG00000164880.16
P17900	ENSG00000196743.9
O75398	ENSG00000177030.19
P24844	ENSG00000101335.10
P15923	ENSG00000071564.19
P25929	ENSG00000164128.7
P51991	ENSG00000170144.22
Q5SXH7	ENSG00000148735.16
Q7Z443	ENSG00000277481.2
Q9NYZ4	ENSG00000105366.15
Q11128	ENSG00000130383.7
Q92831	ENSG00000114166.8
Q5T8I9	ENSG00000162639.16
P62753	ENSG00000137154.13
P60985	ENSG00000188508.11
Q96MW1	ENSG00000180329.14
Q12887	ENSG00000006695.12
Q9UP79	ENSG00000134917.10
Q96NU0	ENSG00000154529.15
O43184	ENSG00000148848.15
Q9UQB9	ENSG00000105146.14
Q6P1Q9	ENSG00000165055.16
Q6ZRI0	ENSG00000188162.12
Q5TGZ0	ENSG00000173436.15
Q9Y692	ENSG00000162419.13
Q2M1K9	ENSG00000102935.12
O75880	ENSG00000133028.12
Q8N7X4	ENSG00000176746.6
P09544	ENSG00000105989.10
Q13936	ENSG00000151067.23
Q13936	ENSG00000285479.3
Q9NVA1	ENSG00000101019.22
Q8WV74	ENSG00000167799.10
P09914	ENSG00000185745.10
Q9BSL1	ENSG00000130560.9
Q15878	ENSG00000198216.14
P10070	ENSG00000074047.22
Q9NVX2	ENSG00000073536.18
P35237	ENSG00000124570.21
P11586	ENSG00000100714.18
P40259	ENSG00000007312.14
Q9H814	ENSG00000164902.14
P06401	ENSG00000082175.16
P04632	ENSG00000126247.11
P08311	ENSG00000100448.4
P27348	ENSG00000134308.14
P09093	ENSG00000142789.20
Q9NUX5	ENSG00000128513.16
Q8NBS3	ENSG00000088836.14
P15531	ENSG00000239672.8
P82979	ENSG00000205323.9
Q5SRE7	ENSG00000175287.19
Q9UPQ9	ENSG00000100354.22
Q13905	ENSG00000107263.19
Q8NI99	ENSG00000130812.11
P51172	ENSG00000162572.21
Q86Y38	ENSG00000103489.12
Q86Y38	ENSG00000285395.3
Q5HY92	ENSG00000182263.14
P00167	ENSG00000166347.19
O75356	ENSG00000187097.13
P01222	ENSG00000134200.4
Q9BWX1	ENSG00000010318.22
P05093	ENSG00000148795.7
O60663	ENSG00000136944.19
Q8N945	ENSG00000186314.12
Q15642	ENSG00000125733.18
Q709C8	ENSG00000129003.19
P15036	ENSG00000157557.13
Q70IA8	ENSG00000142961.16
Q9BTM1	ENSG00000246705.5
Q9NS28	ENSG00000150681.10
Q9Y2Q1	ENSG00000197134.13
P11277	ENSG00000070182.21
Q6P1M3	ENSG00000073350.14
Q92922	ENSG00000173473.11
Q14CX7	ENSG00000111300.10
O75594	ENSG00000008438.5
Q96HE7	ENSG00000197930.13
Q9H0I3	ENSG00000103021.10
Q16880	ENSG00000174607.11
O15460	ENSG00000072682.20
Q9NS15	ENSG00000168056.18
Q5H9U9	ENSG00000181381.15
Q9UBM8	ENSG00000182050.14
P20366	ENSG00000006128.12
P58658	ENSG00000166979.13
Q6FHJ7	ENSG00000106483.12
P49768	ENSG00000080815.20
P24001	ENSG00000008517.19
Q9UJX0	ENSG00000140961.14
O43617	ENSG00000054116.12
Q6ZSM3	ENSG00000152779.14
O94864	ENSG00000119760.16
Q8NAF0	ENSG00000218891.5
O60477	ENSG00000078725.13
Q9UHW9	ENSG00000140199.13
P48552	ENSG00000180530.11
Q9UM01	ENSG00000155465.21
Q5JZY3	ENSG00000183317.17
Q96ST2	ENSG00000163166.15
Q6ZS81	ENSG00000128815.20
Q9UK22	ENSG00000116661.11
Q68CJ6	ENSG00000189233.12
Q9ULR5	ENSG00000124374.9
Q8TB22	ENSG00000006282.22
Q96KM6	ENSG00000196700.9
Q9UHQ4	ENSG00000075790.12
Q9UHQ4	ENSG00000283852.4
Q6B9Z1	ENSG00000204869.9
Q5SW96	ENSG00000157978.12
Q5S007	ENSG00000188906.17
Q9NRW7	ENSG00000136631.16
Q9BTX3	ENSG00000168701.19
Q9P0J6	ENSG00000171421.13
Q96GS4	ENSG00000196544.8
P33176	ENSG00000170759.11
Q14D33	ENSG00000188011.5
Q14D33	ENSG00000277949.2
Q9NXF8	ENSG00000153786.13
Q9UJJ9	ENSG00000090581.11
Q9NPG1	ENSG00000104290.11
Q16619	ENSG00000150281.7
Q5T6S3	ENSG00000119403.15
P46934	ENSG00000069869.17
Q7L590	ENSG00000065328.17
Q9HBH1	ENSG00000258429.2
Q14314	ENSG00000127951.8
Q2KHT3	ENSG00000038532.17
Q6DN72	ENSG00000181036.14
O00515	ENSG00000159166.15
Q96C55	ENSG00000171443.7
Q9HB75	ENSG00000177595.19
P09471	ENSG00000087258.17
Q8NEM7	ENSG00000102710.21
O76002	ENSG00000196231.7
O76002	ENSG00000204700.5
O76002	ENSG00000231676.4
O76002	ENSG00000226000.4
O76002	ENSG00000232945.4
O76002	ENSG00000234746.4
O76002	ENSG00000225550.4
O76002	ENSG00000226347.4
Q99571	ENSG00000135124.16
O60508	ENSG00000168438.15
P18846	ENSG00000123268.9
Q8TB45	ENSG00000155792.10
P60006	ENSG00000110200.9
O76038	ENSG00000079689.15
O95467	ENSG00000087460.29
Q9H467	ENSG00000107874.11
P56559	ENSG00000188042.8
Q8TC92	ENSG00000120658.14
Q9UPN9	ENSG00000197323.12
Q9BTL3	ENSG00000169612.4
O95436	ENSG00000157765.13
Q9UIF7	ENSG00000132781.22
Q9BW83	ENSG00000100360.15
P58876	ENSG00000158373.9
P53611	ENSG00000137955.16
Q06455	ENSG00000079102.18
P61925	ENSG00000171033.13
Q96KS0	ENSG00000269858.6
Q9NV72	ENSG00000167562.14
Q96F85	ENSG00000119865.9
O14796	ENSG00000198574.6
Q14012	ENSG00000134072.11
Q7Z6M3	ENSG00000271605.6
P67812	ENSG00000140612.14
Q9Y6I7	ENSG00000109046.15
Q5T7B8	ENSG00000186638.17
P54136	ENSG00000113643.9
Q68DA7	ENSG00000248905.10
P55072	ENSG00000165280.18
Q5VWK5	ENSG00000162594.17
Q07973	ENSG00000019186.10
P43626	ENSG00000125498.20
P43626	ENSG00000277833.4
P43626	ENSG00000276310.1
P43626	ENSG00000274926.1
P43626	ENSG00000278738.5
P43626	ENSG00000275750.1
P43626	ENSG00000273510.1
P43626	ENSG00000273794.4
P43626	ENSG00000278821.4
P43626	ENSG00000276625.4
P43626	ENSG00000275276.1
P43626	ENSG00000274692.1
P43626	ENSG00000278503.1
P43626	ENSG00000277356.1
P43626	ENSG00000278755.1
P43626	ENSG00000278248.1
P43626	ENSG00000278495.4
P43626	ENSG00000284145.2
P43626	ENSG00000284401.2
P43626	ENSG00000283723.2
P43626	ENSG00000284347.2
Q14894	ENSG00000103316.12
Q8NGP0	ENSG00000258817.1
Q9NY59	ENSG00000103056.12
Q16654	ENSG00000004799.8
Q5T4D3	ENSG00000125247.16
Q9BV19	ENSG00000164008.17
Q86UD4	ENSG00000181894.15
Q99578	ENSG00000152214.14
Q9HAW4	ENSG00000092853.14
P36578	ENSG00000174444.15
P15515	ENSG00000126550.10
P15515	ENSG00000283046.5
Q9NV31	ENSG00000177971.9
Q10472	ENSG00000141429.14
Q9H999	ENSG00000120137.7
Q8TEL6	ENSG00000100991.12
Q9Y5W9	ENSG00000002919.15
Q8TBE3	ENSG00000172568.5
Q92830	ENSG00000108773.11
P10145	ENSG00000169429.12
P03372	ENSG00000091831.25
Q05925	ENSG00000163064.7
Q2M2Z5	ENSG00000088970.16
Q8IXZ2	ENSG00000014164.7
Q8WXG6	ENSG00000110514.20
P29972	ENSG00000240583.14
Q5SYB0	ENSG00000070601.10
O15031	ENSG00000196576.16
Q8N2W9	ENSG00000105229.7
Q8N8J6	ENSG00000197619.15
Q5SSJ5	ENSG00000127483.19
P0DN87	ENSG00000196337.14
P14598	ENSG00000158517.16
Q3KQU3	ENSG00000116871.16
Q92748	ENSG00000151365.2
Q9NXJ0	ENSG00000071203.9
Q96A56	ENSG00000164938.14
P18583	ENSG00000159140.23
Q9H2S9	ENSG00000123411.15
Q9Y6A9	ENSG00000114902.14
Q49A17	ENSG00000174473.17
Q9ULT0	ENSG00000068724.18
O60519	ENSG00000111269.3
Q8WVV9	ENSG00000143889.16
O00541	ENSG00000100029.18
P08922	ENSG00000047936.11
Q9BYT8	ENSG00000123213.23
Q16795	ENSG00000139180.11
Q53EP0	ENSG00000075420.13
Q9ULK5	ENSG00000162738.7
P42167	ENSG00000120802.14
O75955	ENSG00000137312.15
O75955	ENSG00000206379.12
O75955	ENSG00000206480.11
O75955	ENSG00000232280.9
O75955	ENSG00000230143.9
Q5VTT2	ENSG00000204711.9
O95838	ENSG00000065325.13
Q8NI77	ENSG00000121621.7
P19784	ENSG00000070770.10
P17342	ENSG00000113389.16
Q6P4R8	ENSG00000170322.15
Q969G9	ENSG00000140807.7
O75711	ENSG00000164106.8
P52306	ENSG00000138698.15
Q5VZ18	ENSG00000169291.10
Q96DT6	ENSG00000125703.15
Q15022	ENSG00000178691.11
O75864	ENSG00000104866.11
P28908	ENSG00000120949.15
Q8NFQ6	ENSG00000184459.10
A6NJB7	ENSG00000188368.11
Q96T91	ENSG00000149735.7
O75899	ENSG00000136928.7
Q9UKF5	ENSG00000168594.15
Q15131	ENSG00000185324.22
O60499	ENSG00000104915.15
Q13158	ENSG00000168040.5
Q15596	ENSG00000140396.13
Q9H0N0	ENSG00000222014.6
Q9H0N0	ENSG00000292140.1
Q9H0E7	ENSG00000136014.12
Q96AJ1	ENSG00000103351.13
P01019	ENSG00000135744.9
O43159	ENSG00000132275.11
P15421	ENSG00000197465.14
Q15722	ENSG00000213903.9
Q15722	ENSG00000285456.2
Q9Y5S8	ENSG00000007952.18
A8K2U0	ENSG00000166535.20
P18887	ENSG00000073050.12
K9M1U5	ENSG00000292250.1
Q99574	ENSG00000163536.13
P55073	ENSG00000197406.8
Q7Z4M0	ENSG00000183324.11
Q8NHW3	ENSG00000182759.4
Q92667	ENSG00000121057.13
Q9BYH8	ENSG00000144802.11
Q96GX1	ENSG00000168778.13
Q5W0B7	ENSG00000148483.9
P78314	ENSG00000087266.18
Q8IW40	ENSG00000167131.17
Q969X5	ENSG00000113719.17
Q969R2	ENSG00000184792.16
O75832	ENSG00000101843.19
Q9GZZ6	ENSG00000129749.3
Q16517	ENSG00000053438.11
O75077	ENSG00000114948.13
O94973	ENSG00000183020.15
Q9H3E2	ENSG00000109762.17
P08620	ENSG00000075388.4
Q9BQB6	ENSG00000167397.15
Q8NFP0	ENSG00000179165.12
Q9Y519	ENSG00000198792.13
Q86SG3	ENSG00000205916.12
Q495B1	ENSG00000166839.18
O75056	ENSG00000162512.16
O15547	ENSG00000099957.17
Q9BW11	ENSG00000213347.11
Q5W0V3	ENSG00000151553.16
Q96L96	ENSG00000136383.7
Q9UKZ4	ENSG00000009694.14
O14495	ENSG00000162407.9
Q08ET2	ENSG00000254415.4
Q5JS37	ENSG00000188811.14
P59190	ENSG00000139998.16
P51553	ENSG00000067829.20
Q02386	ENSG00000124459.12
Q6W4X9	ENSG00000184956.16
O95149	ENSG00000169371.14
Q8IUN9	ENSG00000132514.14
Q96BJ3	ENSG00000186063.13
O95661	ENSG00000162595.8
Q12948	ENSG00000054598.9
P07311	ENSG00000119640.9
Q9UBR4	ENSG00000107187.17
Q9BRQ0	ENSG00000163348.4
Q8NEP3	ENSG00000154099.18
Q9UKQ2	ENSG00000042980.14
O00566	ENSG00000124383.11
Q8TF32	ENSG00000196705.8
Q96PY5	ENSG00000157827.20
Q9UHA4	ENSG00000109270.13
Q9H1A7	ENSG00000168255.20
Q9H1A7	ENSG00000285437.2
P82251	ENSG00000021488.13
Q92966	ENSG00000164975.16
Q9UID6	ENSG00000121864.10
Q8TB36	ENSG00000104381.14
Q8N6L1	ENSG00000163463.13
Q8NI37	ENSG00000196850.6
P54922	ENSG00000144843.12
Q7LFL8	ENSG00000171604.12
Q9NVM1	ENSG00000142694.7
Q8IYJ1	ENSG00000144550.14
Q5JVL4	ENSG00000096093.16
A1KXE4	ENSG00000152102.18
Q5JW98	ENSG00000164451.14
Q8TBB0	ENSG00000174796.12
Q03692	ENSG00000123500.10
Q9Y2H1	ENSG00000211455.8
P52732	ENSG00000138160.7
P84077	ENSG00000143761.17
Q6UWM9	ENSG00000135220.11
Q6UWM9	ENSG00000278216.3
Q9H2M9	ENSG00000118873.17
Q6ZVK8	ENSG00000275074.2
Q6P1X5	ENSG00000064313.13
Q86XD8	ENSG00000172671.20
Q9NP70	ENSG00000178522.15
Q86TB9	ENSG00000166889.14
Q92544	ENSG00000101337.16
P41440	ENSG00000173638.19
Q9Y5Y4	ENSG00000183134.5
P51858	ENSG00000143321.19
Q9NRZ5	ENSG00000026652.15
Q9C0E2	ENSG00000132953.18
P09110	ENSG00000060971.19
Q8TBE9	ENSG00000170191.5
O94827	ENSG00000171680.23
Q9UNH5	ENSG00000079335.20
Q15723	ENSG00000109381.21
P62136	ENSG00000172531.16
P26045	ENSG00000070159.14
Q96RT8	ENSG00000275835.5
P14653	ENSG00000120094.9
Q8NAX2	ENSG00000175707.10
P06730	ENSG00000151247.13
P53999	ENSG00000113387.12
Q9P2J3	ENSG00000198642.7
Q7Z6K1	ENSG00000177683.14
P23582	ENSG00000163273.4
Q9NVM9	ENSG00000064102.15
Q13571	ENSG00000162511.8
Q8WX93	ENSG00000129116.20
Q86VP6	ENSG00000111530.13
Q6UXN2	ENSG00000188056.12
Q9NWF4	ENSG00000132517.15
Q9UK28	ENSG00000105696.9
O43716	ENSG00000257218.6
P12830	ENSG00000039068.20
Q8IW35	ENSG00000182504.12
Q16538	ENSG00000250510.8
P62502	ENSG00000267206.6
Q7Z4W1	ENSG00000169738.8
P35716	ENSG00000176887.7
Q9H4I3	ENSG00000170638.10
Q92733	ENSG00000143294.15
Q13474	ENSG00000102385.13
Q9HCK0	ENSG00000171448.9
P25963	ENSG00000100906.12
Q9H6Y2	ENSG00000120314.19
Q9BR11	ENSG00000168612.5
Q9NRG0	ENSG00000104472.10
Q8IYM1	ENSG00000140623.14
Q8WV28	ENSG00000095585.18
Q8NEZ5	ENSG00000167196.14
Q9HC84	ENSG00000117983.17
Q8WWM7	ENSG00000168488.19
Q16881	ENSG00000198431.18
Q9BQE4	ENSG00000131871.15
Q11203	ENSG00000126091.21
Q8N907	ENSG00000179284.6
P25098	ENSG00000173020.11
Q15011	ENSG00000051108.15
Q9NS23	ENSG00000068028.18
A3KN83	ENSG00000139697.14
Q9HC29	ENSG00000167207.15
Q99717	ENSG00000113658.18
Q6ECI4	ENSG00000197016.12
P57059	ENSG00000142178.9
O94829	ENSG00000117408.11
P33241	ENSG00000130592.17
P33241	ENSG00000288199.3
Q9NP60	ENSG00000189108.14
Q5T2E6	ENSG00000120029.13
O95201	ENSG00000122386.11
Q5VZ19	ENSG00000163239.12
Q99962	ENSG00000107295.10
Q86VS3	ENSG00000103599.20
Q9UBX7	ENSG00000167757.14
Q6ZXV5	ENSG00000139324.12
Q9BVA0	ENSG00000140854.13
P10144	ENSG00000100453.14
O76021	ENSG00000171490.13
Q9C098	ENSG00000163673.8
Q8WZA0	ENSG00000162441.12
Q14C87	ENSG00000151952.16
Q13618	ENSG00000036257.14
Q7Z4L5	ENSG00000123607.16
Q86X76	ENSG00000158793.14
P08237	ENSG00000152556.17
Q9HCP0	ENSG00000169118.18
P48060	ENSG00000139278.10
Q8N8W4	ENSG00000180316.13
Q92482	ENSG00000165272.16
P43034	ENSG00000007168.15
O15522	ENSG00000136327.7
Q9NPP4	ENSG00000091106.19
Q7Z3B4	ENSG00000138750.16
Q8NC67	ENSG00000171208.10
P05230	ENSG00000113578.18
P50281	ENSG00000157227.14
Q9UG63	ENSG00000033050.9
P01286	ENSG00000118702.11
P01286	ENSG00000291972.1
P08572	ENSG00000134871.20
Q4G148	ENSG00000151233.11
Q8N413	ENSG00000162241.13
Q96GY3	ENSG00000267796.8
Q7L273	ENSG00000104756.17
Q9UKP6	ENSG00000181408.5
P35250	ENSG00000049541.11
B3EWG5	ENSG00000276430.3
B3EWG5	ENSG00000288481.1
Q8N228	ENSG00000146285.15
Q8NBJ4	ENSG00000135052.16
Q96E29	ENSG00000156469.9
O15394	ENSG00000154654.15
Q99797	ENSG00000027001.10
Q9NV23	ENSG00000152463.15
P14920	ENSG00000110887.8
Q9Y3D6	ENSG00000214253.9
P43007	ENSG00000115902.11
Q96BI1	ENSG00000110628.16
P61764	ENSG00000136854.26
O95456	ENSG00000183527.12
Q6ZV29	ENSG00000130653.16
Q99437	ENSG00000117410.14
Q05D60	ENSG00000165325.15
P43487	ENSG00000099901.18
Q17RS7	ENSG00000178295.15
P17026	ENSG00000165512.5
Q13057	ENSG00000068120.15
P05543	ENSG00000123561.15
O15553	ENSG00000103313.14
Q9BTX7	ENSG00000124120.11
A0A2R8Y619	ENSG00000285480.2
Q9P267	ENSG00000204406.14
Q9UPT6	ENSG00000138834.15
Q01629	ENSG00000185201.18
Q9P0W0	ENSG00000147896.4
Q15831	ENSG00000118046.18
Q9BVV8	ENSG00000228300.14
P42127	ENSG00000101440.10
A6NJ78	ENSG00000169519.21
Q9H0A8	ENSG00000140365.16
Q06055	ENSG00000135390.21
P04731	ENSG00000205362.11
Q2M2W7	ENSG00000186665.10
P53680	ENSG00000042753.12
Q9NPH0	ENSG00000162836.12
Q9BXY4	ENSG00000146374.14
P34897	ENSG00000182199.11
Q8IYT8	ENSG00000083290.20
Q96MG8	ENSG00000168300.14
P98155	ENSG00000147852.17
Q9H9E3	ENSG00000103051.21
Q5M9N0	ENSG00000163749.18
Q5QP82	ENSG00000122741.16
Q5W0U4	ENSG00000119411.11
Q86YV9	ENSG00000166189.8
P85037	ENSG00000164916.11
Q9BY32	ENSG00000125877.13
O94988	ENSG00000138640.15
Q8NE01	ENSG00000168763.16
Q04726	ENSG00000140332.18
Q12772	ENSG00000198911.13
Q9H4W6	ENSG00000108001.16
Q96RS0	ENSG00000137574.11
Q9H8H0	ENSG00000130935.10
Q9NVS9	ENSG00000108439.11
Q6P656	ENSG00000156206.14
Q9H3S7	ENSG00000076201.16
Q8TE85	ENSG00000158055.17
Q96HW7	ENSG00000149262.19
O60882	ENSG00000137674.4
Q9Y6D6	ENSG00000066777.9
Q9UBX2	ENSG00000260596.5
Q9UBX2	ENSG00000283949.3
Q16594	ENSG00000273841.6
Q16594	ENSG00000276463.4
P20774	ENSG00000106809.11
P20774	ENSG00000291350.1
Q9BRT2	ENSG00000137288.10
Q8IXM6	ENSG00000137404.15
Q8IXM6	ENSG00000206484.10
Q8IXM6	ENSG00000234809.8
Q8IXM6	ENSG00000228854.8
Q8IXM6	ENSG00000236843.8
Q8IXM6	ENSG00000228867.8
Q8IXM6	ENSG00000235773.8
P62899	ENSG00000071082.11
B7ZAP0	ENSG00000152061.24
P09341	ENSG00000163739.5
Q9NP58	ENSG00000115657.14
Q6L9T8	ENSG00000215784.6
Q9UH77	ENSG00000146021.15
P25685	ENSG00000132002.9
Q6ZUU3	ENSG00000206262.9
Q9NR71	ENSG00000188611.17
Q9BYR8	ENSG00000212901.4
Q9BYR8	ENSG00000262068.3
P33764	ENSG00000188015.10
Q02413	ENSG00000134760.6
Q9UGC7	ENSG00000112031.16
Q9BS34	ENSG00000277462.2
Q9UNL2	ENSG00000114850.7
Q06330	ENSG00000168214.22
Q9ULK2	ENSG00000146776.15
Q8IZ63	ENSG00000212123.4
P12644	ENSG00000125378.16
Q9GZT9	ENSG00000135766.9
P41146	ENSG00000125510.18
Q9P2B7	ENSG00000164323.15
Q9Y6B6	ENSG00000152700.14
Q8IY22	ENSG00000153815.18
P41227	ENSG00000102030.16
P04155	ENSG00000160182.3
Q9P244	ENSG00000128011.5
Q9P244	ENSG00000291874.1
O60828	ENSG00000102103.18
O60828	ENSG00000292208.1
Q96EG3	ENSG00000152475.7
Q5H9S7	ENSG00000115827.14
Q6UWJ1	ENSG00000150403.18
Q5JVF3	ENSG00000126226.22
Q8N441	ENSG00000127418.15
Q96SA4	ENSG00000168528.12
Q5H9F3	ENSG00000085185.16
P56177	ENSG00000144355.15
P56177	ENSG00000292098.1
O75387	ENSG00000149150.9
P09067	ENSG00000120075.6
O75146	ENSG00000130787.14
A0FGR9	ENSG00000158220.14
Q9HBF4	ENSG00000165861.14
Q7L5A3	ENSG00000005238.20
P28476	ENSG00000111886.11
Q9NYK5	ENSG00000154719.14
P78317	ENSG00000063978.17
Q32P51	ENSG00000139675.13
Q9Y5V0	ENSG00000120963.12
E7EW31	ENSG00000228672.4
P29374	ENSG00000032219.19
Q16655	ENSG00000120215.10
Q96I36	ENSG00000178449.9
Q96S38	ENSG00000136643.12
A6NMD2	ENSG00000179938.13
A6NMD2	ENSG00000278119.1
O43361	ENSG00000186230.7
P61328	ENSG00000114279.15
Q96IZ6	ENSG00000087995.16
Q16566	ENSG00000152495.11
Q9H496	ENSG00000169905.13
Q9H0F5	ENSG00000137075.18
Q14289	ENSG00000120899.18
Q6PHW0	ENSG00000009765.15
Q8IVS2	ENSG00000100294.13
P09681	ENSG00000159224.4
Q9GZU5	ENSG00000188937.7
O60258	ENSG00000158815.11
P53667	ENSG00000106683.15
O94855	ENSG00000150961.15
Q6AZZ1	ENSG00000167333.13
Q8IV03	ENSG00000153714.6
