pert_id,uniprot_id,inchi_key,assay_value,binding,atc_agonist,atc_inhibitor
BRD-K50000283,O00311,DKXHSOUZPMHNIZ-UHFFFAOYSA-N,10.0,True,,
BRD-K50055394,P14416,NBHPRWLFLUBAIE-UHFFFAOYSA-N,7.0,True,,
BRD-K50133271,P42330,YEZNLOUZAIOMLT-UHFFFAOYSA-N,8.0,True,True,False
BRD-K50140147,O00238,QQWUGDVOUVUTOY-UHFFFAOYSA-N,0.85,True,,
BRD-K50140147,O00444,QQWUGDVOUVUTOY-UHFFFAOYSA-N,0.93,True,,
BRD-K50140147,O14976,QQWUGDVOUVUTOY-UHFFFAOYSA-N,5.3,True,,
BRD-K50140147,O15075,QQWUGDVOUVUTOY-UHFFFAOYSA-N,4.9,True,,
BRD-K50140147,O75385,QQWUGDVOUVUTOY-UHFFFAOYSA-N,0.83,True,,
BRD-K50140147,P08069,QQWUGDVOUVUTOY-UHFFFAOYSA-N,1.5250000000000001,True,,
BRD-K50140147,P08922,QQWUGDVOUVUTOY-UHFFFAOYSA-N,1.245,True,,
BRD-K50140147,P14616,QQWUGDVOUVUTOY-UHFFFAOYSA-N,6.2,True,,
BRD-K50140147,P16591,QQWUGDVOUVUTOY-UHFFFAOYSA-N,1.4,True,,
BRD-K50140147,P29376,QQWUGDVOUVUTOY-UHFFFAOYSA-N,0.95,True,,
BRD-K50140147,Q05397,QQWUGDVOUVUTOY-UHFFFAOYSA-N,1.1,True,,
BRD-K50140147,Q07912,QQWUGDVOUVUTOY-UHFFFAOYSA-N,2.0,True,,
BRD-K50140147,Q13470,QQWUGDVOUVUTOY-UHFFFAOYSA-N,1.8,True,,
BRD-K50140147,Q14289,QQWUGDVOUVUTOY-UHFFFAOYSA-N,1.1,True,,
