pert_id,uniprot_id,inchi_key,assay_value,binding,atc_agonist,atc_inhibitor
BRD-K50140147,Q5S007,QQWUGDVOUVUTOY-UHFFFAOYSA-N,7.99,True,,
BRD-K50140147,Q8IYT8,QQWUGDVOUVUTOY-UHFFFAOYSA-N,1.8,True,,
BRD-K50140147,Q9BYT3,QQWUGDVOUVUTOY-UHFFFAOYSA-N,3.2,True,,
BRD-K50140147,Q9H093,QQWUGDVOUVUTOY-UHFFFAOYSA-N,1.2,True,,
BRD-K50168500,P00533,OMZCMEYTWSXEPZ-UHFFFAOYSA-N,5.462592592592593,True,,
BRD-K50199947,P06239,NBTNHSGBRGTFJS-UHFFFAOYSA-N,2.0,True,,
BRD-K50199947,P12931,NBTNHSGBRGTFJS-UHFFFAOYSA-N,6.0,True,,
BRD-K50293352,P08908,MQHOGPLXAXSQAJ-UHFFFAOYSA-N,6.4,True,,
BRD-K50384076,P11511,LCAWNFIFMLXZPQ-UHFFFAOYSA-N,2.0,True,,
BRD-K50417881,P14416,AADCDMQTJNYOSS-LBPRGKRZSA-N,0.14075,True,,
BRD-K50417881,P35462,AADCDMQTJNYOSS-LBPRGKRZSA-N,0.12775,True,,
BRD-K50891186,P35462,JARNORYOPMINDY-UHFFFAOYSA-N,0.32,True,,
BRD-K50938287,P46098,KQKPFRSPSRPDEB-UHFFFAOYSA-N,9.3,True,True,False
BRD-K51143828,P08908,PQXKDMSYBGKCJA-CVTJIBDQSA-N,6.7,True,True,False
BRD-K51143828,P14416,PQXKDMSYBGKCJA-CVTJIBDQSA-N,1.45,True,True,False
BRD-K51143828,P21917,PQXKDMSYBGKCJA-CVTJIBDQSA-N,0.3,True,True,False
BRD-K51143828,P28223,PQXKDMSYBGKCJA-CVTJIBDQSA-N,2.0,True,True,False
BRD-K51143828,P34969,PQXKDMSYBGKCJA-CVTJIBDQSA-N,4.3037500011920935,True,True,False
BRD-K51247865,P31639,AHFWIQIYAXSLBA-RQXATKFSSA-N,7.560000019073487,True,False,True
BRD-K51276371,P24864,WVMANZPBOBRWCB-UHFFFAOYSA-N,0.5248,True,,
BRD-K51276371,P24941,WVMANZPBOBRWCB-UHFFFAOYSA-N,0.5248,True,,
BRD-K51333959,Q5BJF2,XWAONOGAGZNUSF-UHFFFAOYSA-N,0.12,True,,
BRD-K51541829,O15399,WVZSEUPGUDIELE-HTAPYJJXSA-N,5.9,True,,
BRD-K51541829,O60391,WVZSEUPGUDIELE-HTAPYJJXSA-N,5.9,True,,
BRD-K51541829,Q14957,WVZSEUPGUDIELE-HTAPYJJXSA-N,5.9,True,,
BRD-K51541829,Q8TCU5,WVZSEUPGUDIELE-HTAPYJJXSA-N,5.9,True,,
BRD-K51544265,P35916,ONIQOQHATWINJY-UHFFFAOYSA-N,6.0,True,False,True
BRD-K51544265,Q9NWH9,ONIQOQHATWINJY-UHFFFAOYSA-N,1.3,True,False,True
BRD-K51662849,O43184,NITYDPDXAAFEIT-DYVFJYSZSA-N,5.93,True,,
BRD-K51662849,P03956,NITYDPDXAAFEIT-DYVFJYSZSA-N,2.305,True,,
BRD-K51662849,P08253,NITYDPDXAAFEIT-DYVFJYSZSA-N,2.569125,True,,
BRD-K51662849,P14780,NITYDPDXAAFEIT-DYVFJYSZSA-N,3.179,True,,
BRD-K51662849,P22894,NITYDPDXAAFEIT-DYVFJYSZSA-N,2.79,True,,
BRD-K51662849,P39900,NITYDPDXAAFEIT-DYVFJYSZSA-N,5.737142857142857,True,,
BRD-K51662849,P45452,NITYDPDXAAFEIT-DYVFJYSZSA-N,3.56,True,,
BRD-K51662849,P51511,NITYDPDXAAFEIT-DYVFJYSZSA-N,6.0,True,,
BRD-K51662849,P51512,NITYDPDXAAFEIT-DYVFJYSZSA-N,8.0,True,,
BRD-K51662849,Q9ULZ9,NITYDPDXAAFEIT-DYVFJYSZSA-N,3.4,True,,
BRD-K51918615,Q9Y5N1,UBHYDQAARZKHEZ-UHFFFAOYSA-N,7.654333333333334,True,,
BRD-K51966546,O15379,SOSXJHXYTVYMTE-FYJGNVAPSA-N,0.8,True,,
BRD-K51966546,Q13547,SOSXJHXYTVYMTE-FYJGNVAPSA-N,1.1,True,,
BRD-K51966546,Q9UBN7,SOSXJHXYTVYMTE-FYJGNVAPSA-N,0.5,True,,
BRD-K52233191,P11802,JRNJNYBQQYBCLE-UHFFFAOYSA-N,0.942,True,,
BRD-K52233191,P24385,JRNJNYBQQYBCLE-UHFFFAOYSA-N,1.0,True,,
BRD-K52233191,P24941,JRNJNYBQQYBCLE-UHFFFAOYSA-N,2.906,True,,
BRD-K52233191,Q00526,JRNJNYBQQYBCLE-UHFFFAOYSA-N,2.0,True,,
BRD-K52233191,Q00534,JRNJNYBQQYBCLE-UHFFFAOYSA-N,4.0,True,,
BRD-K52233191,Q00535,JRNJNYBQQYBCLE-UHFFFAOYSA-N,6.5,True,,
BRD-K52233191,Q00536,JRNJNYBQQYBCLE-UHFFFAOYSA-N,0.54,True,,
BRD-K52233191,Q00537,JRNJNYBQQYBCLE-UHFFFAOYSA-N,0.86,True,,
BRD-K52233191,Q96Q40,JRNJNYBQQYBCLE-UHFFFAOYSA-N,7.2,True,,
BRD-K52233191,Q9UPZ9,JRNJNYBQQYBCLE-UHFFFAOYSA-N,2.2,True,,
BRD-K52394958,P21452,BANYJBHWTOJQDU-GDLZYMKVSA-N,2.5,True,,
BRD-K52459643,P35408,GMVPRGQOIOIIMI-DWKJAMRDSA-N,0.945000022649763,True,False,False
BRD-K52459643,P43116,GMVPRGQOIOIIMI-DWKJAMRDSA-N,9.10000038146973,True,False,False
BRD-K52850071,P00533,CBIAKDAYHRWZCU-UHFFFAOYSA-N,4.0,True,,
BRD-K52989797,P35348,GDLIGKIOYRNHDA-UHFFFAOYSA-N,3.2,True,False,True
BRD-K53414658,P16234,SPMVMDHWKHCIDT-UHFFFAOYSA-N,2.26,True,False,True
BRD-K53414658,P17948,SPMVMDHWKHCIDT-UHFFFAOYSA-N,3.235,True,False,True
BRD-K53414658,P30086,SPMVMDHWKHCIDT-UHFFFAOYSA-N,3.0,True,False,True
BRD-K53414658,P35916,SPMVMDHWKHCIDT-UHFFFAOYSA-N,1.6749999999999998,True,False,True
BRD-K53508936,P08253,ROSNVSQTEGHUKU-UHFFFAOYSA-N,0.157,True,,
BRD-K53508936,P08254,ROSNVSQTEGHUKU-UHFFFAOYSA-N,4.433333333333334,True,,
BRD-K53508936,P09238,ROSNVSQTEGHUKU-UHFFFAOYSA-N,0.54,True,,
BRD-K53508936,P14780,ROSNVSQTEGHUKU-UHFFFAOYSA-N,0.9228571428571428,True,,
BRD-K53508936,P22894,ROSNVSQTEGHUKU-UHFFFAOYSA-N,0.097,True,,
BRD-K53508936,P45452,ROSNVSQTEGHUKU-UHFFFAOYSA-N,3.91,True,,
BRD-K53508936,P50281,ROSNVSQTEGHUKU-UHFFFAOYSA-N,4.325,True,,
BRD-K53523901,Q02750,NQWVSMVXKMHKTF-JKSUJKDBSA-N,1.0,True,,
BRD-K53737926,P08173,KRMDCWKBEZIMAB-UHFFFAOYSA-N,7.19999980926514,True,False,True
BRD-K53737926,P35367,KRMDCWKBEZIMAB-UHFFFAOYSA-N,0.81,True,False,True
BRD-K53765467,P31639,OBWASQILIWPZMG-QZMOQZSNSA-N,3.100000009536744,True,False,True
BRD-K53857191,P14416,RAPZEAPATHNIPO-UHFFFAOYSA-N,3.5634074074074076,True,True,False
BRD-K53857191,P18089,RAPZEAPATHNIPO-UHFFFAOYSA-N,4.65,True,True,False
BRD-K53857191,P18825,RAPZEAPATHNIPO-UHFFFAOYSA-N,4.166666666666667,True,True,False
BRD-K53857191,P25100,RAPZEAPATHNIPO-UHFFFAOYSA-N,5.318,True,True,False
BRD-K53857191,P28223,RAPZEAPATHNIPO-UHFFFAOYSA-N,0.7115972222222222,True,True,False
BRD-K53857191,P34969,RAPZEAPATHNIPO-UHFFFAOYSA-N,3.4619999999999997,True,True,False
BRD-K53857191,P35348,RAPZEAPATHNIPO-UHFFFAOYSA-N,6.642142857142857,True,True,False
BRD-K53857191,P35368,RAPZEAPATHNIPO-UHFFFAOYSA-N,5.318,True,True,False
BRD-K53963539,P31645,YQNWZWMKLDQSAC-UHFFFAOYSA-N,2.5500000000000003,True,True,False
BRD-K53979406,P48067,FDORQEIHOKEJNX-HSZRJFAPSA-N,8.07500000099341,True,,
BRD-K54233340,P12931,XHBVYDAKJHETMP-UHFFFAOYSA-N,2.0,True,,
BRD-K54314721,P28221,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,1.8845,True,True,False
BRD-K54314721,P28222,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,6.8915,True,True,False
BRD-K54316499,P08172,OOGJQPCLVADCPB-HXUWFJFHSA-N,7.516666666666667,True,True,False
BRD-K54316499,P08173,OOGJQPCLVADCPB-HXUWFJFHSA-N,3.1,True,True,False
BRD-K54316499,P08912,OOGJQPCLVADCPB-HXUWFJFHSA-N,2.2,True,True,False
BRD-K54316499,P11229,OOGJQPCLVADCPB-HXUWFJFHSA-N,1.4,True,True,False
BRD-K54316499,P20309,OOGJQPCLVADCPB-HXUWFJFHSA-N,3.5,True,True,False
BRD-K54331210,P05186,NQORNRXANZIMLI-UHFFFAOYSA-N,5.0,True,,
BRD-K54339150,P00533,JTIGKVIOEQASGT-UHFFFAOYSA-N,2.0,True,False,False
BRD-K54462405,P35367,ODQWQRRAPPTVAG-GZTJUZNOSA-N,0.5889,True,True,True
BRD-K54520417,P19793,KYWWJENKIMRJBI-UHFFFAOYSA-N,0.3215,True,,
BRD-K54529596,P00797,FAKRSMQSSFJEIM-RQJHMYQMSA-N,1.7,True,False,True
BRD-K54863166,P25101,FEJVSJIALLTFRP-LJQANCHMSA-N,3.4,True,,
BRD-K55055802,P15538,NPUKDXXFDDZOKR-LLVKDONJSA-N,0.5,True,False,False
BRD-K55055802,P19099,NPUKDXXFDDZOKR-LLVKDONJSA-N,0.9,True,False,False
BRD-K55127134,P14416,PLDUPXSUYLZYBN-UHFFFAOYSA-N,0.7622222285800512,True,True,False
BRD-K55127134,P34969,PLDUPXSUYLZYBN-UHFFFAOYSA-N,8.0,True,True,False
BRD-K55127134,P35348,PLDUPXSUYLZYBN-UHFFFAOYSA-N,8.196666666666667,True,True,False
BRD-K55127134,P35462,PLDUPXSUYLZYBN-UHFFFAOYSA-N,3.21,True,True,False
BRD-K55187425,P53350,OWBFCJROIKNMGD-BQYQJAHWSA-N,9.0,True,,
BRD-K55332332,P23975,YVKDUIAAPBKHMJ-RBUKOAKNSA-N,1.82,True,,
BRD-K55332332,P31645,YVKDUIAAPBKHMJ-RBUKOAKNSA-N,1.82,True,,
BRD-K55344148,Q9Y2I1,OSUVWJGCKQEMHK-UHFFFAOYSA-N,1.585,True,,
BRD-K55395145,P00374,WBXPDJSOTKVWSJ-CYBMUJFWSA-N,7.0,True,,
BRD-K55468218,P14416,DKGZKTPJOSAWFA-UHFFFAOYSA-N,0.8613600000000001,True,,
BRD-K55468218,P21917,DKGZKTPJOSAWFA-UHFFFAOYSA-N,0.9434615384615385,True,,
BRD-K55468218,P25100,DKGZKTPJOSAWFA-UHFFFAOYSA-N,8.32,True,,
BRD-K55468218,P28223,DKGZKTPJOSAWFA-UHFFFAOYSA-N,2.08,True,,
BRD-K55468218,P30939,DKGZKTPJOSAWFA-UHFFFAOYSA-N,3.98,True,,
BRD-K55468218,P35368,DKGZKTPJOSAWFA-UHFFFAOYSA-N,7.079,True,,
BRD-K55677650,O15399,VKMFDKYCIKEDMR-UHFFFAOYSA-N,4.0,True,,
BRD-K55677650,O60391,VKMFDKYCIKEDMR-UHFFFAOYSA-N,4.0,True,,
BRD-K55677650,Q05586,VKMFDKYCIKEDMR-UHFFFAOYSA-N,4.5,True,,
BRD-K55677650,Q12879,VKMFDKYCIKEDMR-UHFFFAOYSA-N,4.0,True,,
BRD-K55677650,Q13224,VKMFDKYCIKEDMR-UHFFFAOYSA-N,4.5,True,,
BRD-K55677650,Q14957,VKMFDKYCIKEDMR-UHFFFAOYSA-N,4.0,True,,
BRD-K55677650,Q8TCU5,VKMFDKYCIKEDMR-UHFFFAOYSA-N,4.0,True,,
BRD-K55703048,P34969,JNODQFNWMXFMEV-UHFFFAOYSA-N,7.980999999999999,True,,
BRD-K55781385,Q16602,KRNAOFGYEFKHPB-ANJVHQHFSA-N,0.0835,True,True,False
BRD-K55966568,P36888,NHFDRBXTEDBWCZ-ZROIWOOFSA-N,0.8,True,,
BRD-K56032964,P08069,OVDSPTSBIQCAIN-UHFFFAOYSA-N,3.2,True,,
BRD-K56032964,P08922,OVDSPTSBIQCAIN-UHFFFAOYSA-N,1.9,True,,
BRD-K56032964,Q9UM73,OVDSPTSBIQCAIN-UHFFFAOYSA-N,4.2299999999999995,True,,
BRD-K56301217,O43521,HPLNQCPCUACXLM-PGUFJCEWSA-N,2.0,True,,
BRD-K56301217,Q92934,HPLNQCPCUACXLM-PGUFJCEWSA-N,0.6,True,,
BRD-K56301217,Q9BXH1,HPLNQCPCUACXLM-PGUFJCEWSA-N,0.3,True,,
BRD-K56405753,P08581,JGEBLDKNWBUGRZ-HXUWFJFHSA-N,7.314285714285715,True,,
BRD-K56405753,P17948,JGEBLDKNWBUGRZ-HXUWFJFHSA-N,10.0,True,,
BRD-K56429665,P11473,LWQQLNNNIPYSNX-UROSTWAQSA-N,0.31,True,False,False
BRD-K56565215,P29274,HQSBCDPYXDGTCL-UHFFFAOYSA-N,1.0642,True,,
BRD-K56699285,P08908,WZHJKEUHNJHDLS-QTGUNEKASA-N,6.725,True,True,True
BRD-K56699285,P28221,WZHJKEUHNJHDLS-QTGUNEKASA-N,0.77,True,True,True
BRD-K56699285,P28335,WZHJKEUHNJHDLS-QTGUNEKASA-N,0.5875,True,True,True
BRD-K56699285,P34969,WZHJKEUHNJHDLS-QTGUNEKASA-N,5.722142857142857,True,True,True
BRD-K56699285,P41595,WZHJKEUHNJHDLS-QTGUNEKASA-N,0.725,True,True,True
BRD-K57011718,P08254,JJHRUUKMPWUYIB-HVOSOHGQSA-N,5.897,True,,
BRD-K57041787,P00734,KSGXQBZTULBEEQ-UHFFFAOYSA-N,3.56,True,,
BRD-K57041787,P00734,KSGXQBZTULBEEQ-UHFFFAOYSA-N,3.56,True,False,True
BRD-K57169635,P21860,LVXJQMNHJWSHET-AATRIKPKSA-N,0.63,True,False,True
BRD-K57222227,P10275,CGIGDMFJXJATDK-UHFFFAOYSA-N,0.14,True,False,False
BRD-K57875380,P25021,VSWBSWWIRNCQIJ-GJZGRUSLSA-N,5.75,True,False,False
BRD-K57875380,P28335,VSWBSWWIRNCQIJ-GJZGRUSLSA-N,2.5,True,False,False
BRD-K57875380,P50406,VSWBSWWIRNCQIJ-GJZGRUSLSA-N,0.25,True,False,False
BRD-K58010567,P08908,SGEGOXDYSFKCPT-UHFFFAOYSA-N,3.6400000013546507,True,False,False
BRD-K58010567,P31645,SGEGOXDYSFKCPT-UHFFFAOYSA-N,0.8114285775593342,True,False,False
BRD-K58114536,P50406,RUOKEQAAGRXIBM-GFCCVEGCSA-N,1.4,True,False,True
BRD-K58486055,P25024,KQDRVXQXKZXMHP-LLVKDONJSA-N,3.15,True,,
BRD-K58568447,P37023,CJLMANFTWLNAKC-UHFFFAOYSA-N,1.8,True,,
BRD-K58930050,O15399,LBOJYSIDWZQNJS-CVEARBPZSA-N,4.0,True,,
BRD-K58930050,O60391,LBOJYSIDWZQNJS-CVEARBPZSA-N,4.0,True,,
BRD-K58930050,P08912,LBOJYSIDWZQNJS-CVEARBPZSA-N,2.0,True,,
BRD-K58930050,P42785,LBOJYSIDWZQNJS-CVEARBPZSA-N,5.3,True,,
BRD-K58930050,Q05586,LBOJYSIDWZQNJS-CVEARBPZSA-N,6.5,True,,
BRD-K58930050,Q13224,LBOJYSIDWZQNJS-CVEARBPZSA-N,6.5,True,,
BRD-K58930050,Q14957,LBOJYSIDWZQNJS-CVEARBPZSA-N,4.0,True,,
BRD-K58930050,Q8TCU5,LBOJYSIDWZQNJS-CVEARBPZSA-N,4.0,True,,
BRD-K59058766,P14416,WSPOMRSOLSGNFJ-VGOFMYFVSA-N,5.65,True,,
BRD-K59058766,P21917,WSPOMRSOLSGNFJ-VGOFMYFVSA-N,0.64,True,,
BRD-K59227464,Q16539,XPPBBJCBDOEXDN-UHFFFAOYSA-N,7.0,True,,
BRD-K59256312,Q15661,YKGYIDJEEQRWQH-UHFFFAOYSA-N,3.40000009536743,True,,
BRD-K59317601,P42345,GYLDXIAOMVERTK-UHFFFAOYSA-N,1.218857139451163,True,,
BRD-K59317601,Q6R327,GYLDXIAOMVERTK-UHFFFAOYSA-N,5.0,True,,
BRD-K59317601,Q8N122,GYLDXIAOMVERTK-UHFFFAOYSA-N,1.0,True,,
BRD-K59317601,Q9BPZ7,GYLDXIAOMVERTK-UHFFFAOYSA-N,5.0,True,,
BRD-K59317601,Q9BVC4,GYLDXIAOMVERTK-UHFFFAOYSA-N,3.0,True,,
BRD-K59325863,P28062,SJFBTAPEPRWNKH-CCKFTAQKSA-N,3.0,True,,
BRD-K59325863,P28065,SJFBTAPEPRWNKH-CCKFTAQKSA-N,1.0,True,,
BRD-K59325863,P28074,SJFBTAPEPRWNKH-CCKFTAQKSA-N,3.25,True,,
BRD-K59325863,P40306,SJFBTAPEPRWNKH-CCKFTAQKSA-N,10.0,True,,
BRD-K59333713,P35348,SVJMLYUFVDMUHP-XIFFEERXSA-N,0.488,True,,
BRD-K59369769,Q9NWT8,GCIKSSRWRFVXBI-UHFFFAOYSA-N,0.6,True,,
BRD-K59369769,Q9UQB9,GCIKSSRWRFVXBI-UHFFFAOYSA-N,8.11,True,,
BRD-K59419204,Q9Y2T6,AJFFBPZYXRNAIC-UHFFFAOYSA-N,8.3,True,,
BRD-K59456551,P22102,FBOZXECLQNJBKD-ZDUSSCGKSA-N,10.0,True,True,False
BRD-K59456551,Q99707,FBOZXECLQNJBKD-ZDUSSCGKSA-N,0.0,True,True,False
BRD-K59715032,P30872,VMZMNAABQBOLAK-DBILLSOUSA-N,6.31,True,True,False
BRD-K59715032,P30874,VMZMNAABQBOLAK-DBILLSOUSA-N,1.0,True,True,False
BRD-K59715032,P32745,VMZMNAABQBOLAK-DBILLSOUSA-N,0.7943,True,True,False
BRD-K59715032,P35346,VMZMNAABQBOLAK-DBILLSOUSA-N,0.1259,True,True,False
BRD-K60038276,P30556,YOSHYTLCDANDAN-UHFFFAOYSA-N,4.253888891802894,True,True,False
BRD-K60038276,P50052,YOSHYTLCDANDAN-UHFFFAOYSA-N,3.0,True,True,False
BRD-K60174629,P48147,ORZXYSPOAVJYRU-HOTGVXAUSA-N,2.2875,True,,
BRD-K60230970,P43235,TZYWCYJVHRLUCT-VABKMULXSA-N,1.4,True,,
BRD-K60341624,Q8TDV5,AYJRTVVIBJSSKN-UHFFFAOYSA-N,3.4,True,,
BRD-K60623809,P10721,XPLJEFSRINKZLC-ATVHPVEESA-N,10.0,True,,
BRD-K60640630,P04150,WOFMFGQZHJDGCX-ZULDAHANSA-N,0.7,True,,
BRD-K60640630,P06401,WOFMFGQZHJDGCX-ZULDAHANSA-N,0.08,True,,
BRD-K60770992,P08908,YEHCICAEULNIGD-MZMPZRCHSA-N,2.9,True,True,False
BRD-K60770992,P35462,YEHCICAEULNIGD-MZMPZRCHSA-N,3.7177751144409203,True,True,False
BRD-K60770992,P41595,YEHCICAEULNIGD-MZMPZRCHSA-N,7.08,True,True,False
BRD-K60984070,P08254,GJOCABIDMCKCEG-INIZCTEOSA-N,7.8,True,,
BRD-K60984070,P45452,GJOCABIDMCKCEG-INIZCTEOSA-N,8.0,True,,
BRD-K60997853,O14976,RXZMYLDMFYNEIM-UHFFFAOYSA-N,3.0,True,,
BRD-K60997853,P49759,RXZMYLDMFYNEIM-UHFFFAOYSA-N,8.0,True,,
BRD-K61177364,P34998,KNADXBVKFAUMCR-UHFFFAOYSA-N,5.871428571428572,True,,
BRD-K61195623,P08183,HVXBOLULGPECHP-WAYWQWQTSA-N,9.05,True,,
BRD-K61236135,P10827,UOWZUVNAGUAEQC-UHFFFAOYSA-N,0.14065,True,True,False
BRD-K61236135,P10828,UOWZUVNAGUAEQC-UHFFFAOYSA-N,0.045533333333333335,True,True,False
BRD-K61250553,P35372,RDOIQAHITMMDAJ-UHFFFAOYSA-N,0.9495,True,False,False
BRD-K61397605,O75376,OHRURASPPZQGQM-GCCNXGTGSA-N,0.15,True,False,True
BRD-K61679744,P16050,BZGQMGJZXODGJM-UHFFFAOYSA-N,10.0,True,,
BRD-K61691541,P49768,VFCRKLWBYMDAED-REWPJTCUSA-N,4.533333333333334,True,,
BRD-K61691541,P49810,VFCRKLWBYMDAED-REWPJTCUSA-N,4.533333333333334,True,,
BRD-K61691541,Q8WW43,VFCRKLWBYMDAED-REWPJTCUSA-N,4.533333333333334,True,,
BRD-K61691541,Q92542,VFCRKLWBYMDAED-REWPJTCUSA-N,4.533333333333334,True,,
BRD-K61691541,Q96BI3,VFCRKLWBYMDAED-REWPJTCUSA-N,4.533333333333334,True,,
BRD-K61691541,Q9NZ42,VFCRKLWBYMDAED-REWPJTCUSA-N,4.533333333333334,True,,
BRD-K62056274,A5X5Y0,HOMWNUXPSJQSSU-UHFFFAOYSA-N,3.85,True,,
BRD-K62056274,O95264,HOMWNUXPSJQSSU-UHFFFAOYSA-N,3.85,True,,
BRD-K62056274,P46098,HOMWNUXPSJQSSU-UHFFFAOYSA-N,2.7190333333333334,True,,
BRD-K62056274,Q70Z44,HOMWNUXPSJQSSU-UHFFFAOYSA-N,3.85,True,,
BRD-K62056274,Q8WXA8,HOMWNUXPSJQSSU-UHFFFAOYSA-N,3.85,True,,
BRD-K62206109,Q9Y5N1,YPGRNKJNOSUCLY-UHFFFAOYSA-N,5.9323999999999995,True,,
BRD-K62221994,P30968,RANJJVIMTOIWIN-UHFFFAOYSA-N,6.205636363636364,True,,
BRD-K62310379,P04150,WMWTYOKRWGGJOA-CENSZEJFSA-N,0.48179999999999995,True,,
BRD-K62398570,P46098,PWWDCRQZITYKDV-UHFFFAOYSA-N,0.36,True,,
BRD-K62456038,P35462,YOILXOMTHPUMRG-TZMCWYRMSA-N,9.258600000000001,True,,
BRD-K62537556,Q99720,HELCSESNNDZLFM-UHFFFAOYSA-N,1.7,True,,
BRD-K62581435,P35368,AQASGOHUMGAWJJ-UHFFFAOYSA-N,1.82,True,,
BRD-K62627508,P04637,TVTXCJFHQKSQQM-LJQIRTBHSA-N,9.5,True,,
BRD-K62627508,Q00987,TVTXCJFHQKSQQM-LJQIRTBHSA-N,6.290000000000001,True,,
BRD-K62685538,P30968,VXKHXGOKWPXYNA-PGBVPBMZSA-N,0.41499999165535,True,True,False
BRD-K62737565,O43525,UGJMXCAKCUNAIE-UHFFFAOYSA-N,5.30000019073486,True,True,False
BRD-K62737565,Q9NR82,UGJMXCAKCUNAIE-UHFFFAOYSA-N,1.89999997615814,True,True,False
BRD-K62814476,O95067,SCFMWQIQBVZOQR-UHFFFAOYSA-N,6.0,True,,
BRD-K62814476,O96020,SCFMWQIQBVZOQR-UHFFFAOYSA-N,9.0,True,,
BRD-K62814476,P06493,SCFMWQIQBVZOQR-UHFFFAOYSA-N,7.6,True,,
BRD-K62814476,P14635,SCFMWQIQBVZOQR-UHFFFAOYSA-N,8.0,True,,
BRD-K62814476,P24864,SCFMWQIQBVZOQR-UHFFFAOYSA-N,8.25,True,,
BRD-K62814476,Q8WWL7,SCFMWQIQBVZOQR-UHFFFAOYSA-N,6.0,True,,
BRD-K62965247,P49356,PLHJCIYEEKOWNM-HHHXNRCGSA-N,1.7525000017881394,True,,
BRD-K63343048,P11150,AHLBNYSZXLDEJQ-FWEHEUNISA-N,3.0,True,False,False
BRD-K63343048,Q9Y5X9,AHLBNYSZXLDEJQ-FWEHEUNISA-N,6.0,True,False,False
BRD-K63516691,O76074,JEMJAABFSYOLAP-UHFFFAOYSA-N,0.316000014543533,True,,
BRD-K63675182,P14416,XSCGXQMFQXDFCW-UHFFFAOYSA-N,2.8,True,True,False
BRD-K63806092,P25101,PHWXUGHIIBDVKD-UHFFFAOYSA-N,1.1575,True,True,False
BRD-K63828191,P03372,GZUITABIAKMVPG-UHFFFAOYSA-N,9.841818181818182,True,True,False
BRD-K63828191,Q06278,GZUITABIAKMVPG-UHFFFAOYSA-N,2.871,True,True,False
BRD-K63828191,Q15125,GZUITABIAKMVPG-UHFFFAOYSA-N,1.0,True,True,False
BRD-K63923597,Q96GD4,QYZOGCMHVIGURT-UHFFFAOYSA-N,3.615111111111111,True,,
BRD-K63923597,Q9UQB9,QYZOGCMHVIGURT-UHFFFAOYSA-N,8.6,True,,
BRD-K64538373,P28482,FIMYFEGKMOCQKT-UHFFFAOYSA-N,5.8,True,,
BRD-K64538373,P36507,FIMYFEGKMOCQKT-UHFFFAOYSA-N,6.0,True,,
BRD-K64606589,O15379,JWOGUUIOCYMBPV-VWIQTCEGSA-N,1.7,True,,
BRD-K64606589,Q13547,JWOGUUIOCYMBPV-VWIQTCEGSA-N,1.1,True,,
BRD-K64606589,Q92769,JWOGUUIOCYMBPV-VWIQTCEGSA-N,9.0,True,,
BRD-K64785675,O00750,UJIAQDJKSXQLIT-UHFFFAOYSA-N,7.3,True,,
BRD-K64785675,O75747,UJIAQDJKSXQLIT-UHFFFAOYSA-N,3.2,True,,
BRD-K64785675,Q9BX84,UJIAQDJKSXQLIT-UHFFFAOYSA-N,7.9,True,,
BRD-K64800655,P18074,HUXYBQXJVXOMKX-UHFFFAOYSA-N,10.0,True,,
BRD-K64800655,P20248,HUXYBQXJVXOMKX-UHFFFAOYSA-N,8.0,True,,
BRD-K64800655,P24864,HUXYBQXJVXOMKX-UHFFFAOYSA-N,8.0,True,,
BRD-K64800655,P49760,HUXYBQXJVXOMKX-UHFFFAOYSA-N,7.0,True,,
BRD-K64800655,P50613,HUXYBQXJVXOMKX-UHFFFAOYSA-N,9.0,True,,
BRD-K64800655,P51946,HUXYBQXJVXOMKX-UHFFFAOYSA-N,10.0,True,,
BRD-K64800655,P78396,HUXYBQXJVXOMKX-UHFFFAOYSA-N,8.0,True,,
BRD-K64800655,Q00526,HUXYBQXJVXOMKX-UHFFFAOYSA-N,8.0,True,,
BRD-K64800655,Q15078,HUXYBQXJVXOMKX-UHFFFAOYSA-N,5.0,True,,
BRD-K64800655,Q9NSD9,HUXYBQXJVXOMKX-UHFFFAOYSA-N,3.0,True,,
BRD-K64857848,O15075,DDTPGANIPBKTNU-UHFFFAOYSA-N,6.1,True,,
BRD-K64857848,Q8N568,DDTPGANIPBKTNU-UHFFFAOYSA-N,10.0,True,,
BRD-K64881305,P52732,QJZRFPJCWMNVAV-HHHXNRCGSA-N,8.785714285714286,True,,
BRD-K64888243,O60674,SUNXHXDJOIXABJ-NSHDSACASA-N,0.4499999940395355,True,,
BRD-K64888243,P52333,SUNXHXDJOIXABJ-NSHDSACASA-N,9.0,True,,
BRD-K64890080,Q9NYY3,XQVVPGYIWAGRNI-JOCHJYFZSA-N,9.642,True,,
BRD-K64925568,P04637,DRLCSJFKKILATL-YWCVFVGNSA-N,0.6,True,,
BRD-K64925568,Q00987,DRLCSJFKKILATL-YWCVFVGNSA-N,4.2835833333333335,True,,
BRD-K64994968,P06401,RJKFOVLPORLFTN-LEKSSAKUSA-N,6.043527777777778,True,True,False
BRD-K64994968,Q7RTX7,RJKFOVLPORLFTN-LEKSSAKUSA-N,7.69999980926514,True,True,False
BRD-K64994968,Q86XQ3,RJKFOVLPORLFTN-LEKSSAKUSA-N,7.69999980926514,True,True,False
BRD-K64994968,Q8NEC5,RJKFOVLPORLFTN-LEKSSAKUSA-N,8.84999990463257,True,True,False
